"V1","V2","V3","V4","V5","",""
-0.115510958618524,-0.0387350787428058,-0.0464888296482023,-0.536569546124221,-0.127694225451049,1,1
-0.193351981677263,0.00976780864965295,0.0162007017202503,-0.441571971522312,-0.103953509422922,1,1
-0.0656428347098662,0.0161251710018441,0.0747762523690202,-0.541329384043227,-0.226309476151573,1,1
-0.204120915961695,0.0231980891408531,-0.0583781576494727,-0.535547778293146,-0.27320482044117,1,1
-0.177592026727118,-0.00977265340029464,0.0391893460201638,-0.576664806612187,-0.189333435401731,1,1
-0.162403211291109,0.0121348228431299,0.0178810305681834,-0.57908844448268,-0.13774005319045,1,1
-0.169631738264132,0.0607693076816608,0.0246853405851554,-0.561716065618041,-0.249008996359878,1,1
-0.141407129713158,0.0357312138159415,-0.00473679422867257,-0.521127774566795,-0.220848439275432,1,1
-0.111236630831318,-0.0940159706464764,-0.0172331898929008,-0.527085374918238,-0.168893218150928,1,1
-0.253676488728675,-0.0731167323970225,-0.0700899991308256,-0.569934356309721,-0.217108347379047,1,1
-0.177854449978349,-0.0526130762981053,-0.0708096646195785,-0.558981753258464,-0.209291436648342,1,1
-0.0689028062668448,0.0275021415844667,-0.0334149736155209,-0.508120822739456,-0.216592683251853,1,1
-0.213371041995008,0.0388113048586113,0.0543658442964814,-0.569155042398975,-0.193701416911693,1,1
-0.223316196946007,0.0111051077412011,0.0443736975421369,-0.523391025554813,-0.22154057574384,1,1
-0.176768635770048,-0.0134470651868673,-0.0168735353409515,-0.500637221300525,-0.160241424106371,1,1
-0.126120158023343,0.00938855778856091,0.0302842652494056,-0.509073675966979,-0.210279816834467,1,1
-0.137128241330065,-0.0629403027857072,-0.0690477447031262,-0.526736438081725,-0.1631387337594,1,1
-0.251176253691551,0.0123238487862142,0.0836625652203707,-0.449710342892686,-0.17554109214534,1,1
-0.18900688850544,0.0364914126683652,0.0156011658315384,-0.48663409874077,-0.220759711969655,1,1
-0.151037205561755,-0.0529639409352718,-0.033766373949235,-0.533760775529198,-0.155001769846509,1,1
-0.11375487970318,0.0158570703236069,0.0218580826149395,-0.465318115551212,-0.193347075807465,1,1
-0.240265181272898,0.0825672838360551,-0.0940801957708382,-0.58583403473239,-0.164795839813885,1,1
-0.184217092524956,-0.023012065714049,-0.0533793308599565,-0.497842881979225,-0.238098839907872,1,1
-0.178059104904064,0.0220853903862218,-0.00908957618066918,-0.533849735399182,-0.186802561356998,1,1
-0.127980815376874,-0.120881228014492,0.0806298100904462,-0.499071308924386,-0.241453298127791,1,1
-0.18425148998646,-0.0243635961064403,0.0940519496543002,-0.520362240774718,-0.263660138590317,1,1
-0.22720337268947,0.0483955289704585,0.0504877335717118,-0.645837553298105,-0.127184415676963,1,1
-0.130886567659257,0.000980034405828054,-0.00505311859667535,-0.502072149845047,-0.187597568623328,1,1
-0.209919733143544,0.00659584987878023,0.025342711171198,-0.490177756646577,-0.244709825587727,1,1
-0.177154768050984,-0.00457807403039759,-0.124788348830716,-0.476026953053223,-0.216459009556463,1,1
-0.156051651786856,-0.0160314118784318,0.0414226712033981,-0.531758302063094,-0.159301374830454,1,1
-0.0805314553578525,-0.0441918592855564,0.0640704132723904,-0.588676774671417,-0.181714837356324,1,1
-0.187068765547445,-0.0182095195301903,-0.127692342971307,-0.549317978331851,-0.141123324570384,1,1
-0.262525265795042,0.118988011165805,-0.041688902448426,-0.510964976728209,-0.188231208075485,1,1
-0.199060158658833,-0.0175083371400093,0.115204209735256,-0.462340031988025,-0.152131659616857,1,1
-0.123322626759995,-0.00854351754391079,0.0024442171682261,-0.422170520718208,-0.232079375127807,1,1
-0.208090719333183,0.090027542281379,-0.0558412247637123,-0.544345937695208,-0.166928021582976,1,1
-0.147736062811439,0.044105942329306,-0.0517431961776127,-0.567027289758378,-0.201143215300322,1,1
-0.209814164905511,0.0356796292057848,0.0628317014094169,-0.436395100992602,-0.256285568143497,1,1
-0.134254213114771,-0.133929765795433,0.0313744040427988,-0.598737396346123,-0.139006878843306,1,1
-0.11990226286542,0.0681136267981768,0.0311471638734645,-0.525860595377084,-0.204033096268605,1,1
-0.111998284973536,0.0610098234629931,0.0952860530399077,-0.559290351567476,-0.154982880048553,1,1
-0.235852333927916,0.00188692988937694,0.137613362868467,-0.498511796658803,-0.198770916870778,1,1
-0.187217747775445,0.0717711479900601,-0.0307959221025206,-0.550657685145619,-0.209186151560556,1,1
-0.13213168828539,-0.0788108303919027,0.0385223565835531,-0.587001054961379,-0.149635320559982,1,1
-0.156819508145713,-0.0452939742026008,-0.0282217823230312,-0.497664619700399,-0.125758360945387,1,1
-0.265638592170485,-0.0424043049673509,0.00914545582573549,-0.464758607971885,-0.185364707153855,1,1
-0.2080984650261,0.0101375989685465,-0.0696019188520124,-0.566445289902915,-0.252585059192511,1,1
-0.190388118146344,0.0138133527097031,0.0619449324014882,-0.466530409063809,-0.0880377993980806,1,1
-0.243843247814234,-0.00420361657064999,-0.0121742701712689,-0.593191855108194,-0.218475027014766,1,1
-0.219324763046713,0.102416550439653,0.050048009654304,-0.549443530238664,-0.16563088494564,1,1
-0.184827593326223,0.024066701350896,-0.0224333738277684,-0.546833082451754,-0.154040852254296,1,1
-0.157466327447786,0.0149645714121088,0.0894968877761096,-0.508158218219908,-0.292601000240794,1,1
-0.165167295648506,-0.038056429947474,-0.0738817231115109,-0.48172446722283,-0.204455211066908,1,1
-0.170297398992051,0.0335759603557108,-0.0229432699431575,-0.594089670778639,-0.162456773614984,1,1
-0.192808726823611,0.0576517781882552,-0.0303768027824992,-0.630020854825964,-0.259964496917953,1,1
-0.157122712763426,0.0544644503643276,0.0738161718911701,-0.434349692543388,-0.213923164630678,1,1
-0.215390497072767,0.0700376115652687,0.0385088184487866,-0.523597929327017,-0.233391289932062,1,1
-0.191892732917061,-0.0479437689131372,0.0205408781312519,-0.435297161879619,-0.220717847118641,1,1
-0.0579805220786099,-0.0919418773660264,-0.0392010532375697,-0.539008727555879,-0.194381204605985,1,1
-0.098903064546307,0.0329103473305615,0.0435334319679294,-0.603472924579478,-0.0667272502675447,1,1
-0.171588196880375,-0.0307817049798469,-0.0906578292125259,-0.53759147101817,-0.235176600570091,1,1
-0.0733833142539523,-0.037825800477154,0.0338327692912275,-0.485929047144713,-0.189931252778544,1,1
-0.110798983709508,0.0536456991642818,0.00498586362727448,-0.519052343660718,-0.283519681649567,1,1
-0.208949151855588,0.00942794100462239,-0.00338296213884251,-0.556181224480284,-0.149290459854396,1,1
-0.181926931537575,0.0345195211200684,0.125418335749883,-0.532883014362552,-0.196394156269878,1,1
-0.175908413904197,-0.0517412802101211,-0.00505973415582619,-0.501728464657275,-0.160319325143856,1,1
-0.190768701303936,0.158998617386165,0.0262808360079015,-0.643487348690638,-0.226678523335844,1,1
-0.117596242283941,-0.00405857349467129,0.11763583567092,-0.532171404067973,-0.218862929713449,1,1
-0.103624368426062,0.016695715840067,-0.0229144638973449,-0.469961696683772,-0.177463628602011,1,1
-0.105618199438702,0.0499707338832117,0.0106157521834396,-0.52367449714263,-0.202538777937422,1,1
-0.231626968146655,0.0322981625870728,-0.0333463665751582,-0.563377011047538,-0.276966511024696,1,1
-0.17453316414652,0.0499269641092808,0.0489878608049242,-0.507974996808308,-0.247225480473094,1,1
-0.147341107212481,-0.0344079393288522,-0.0495054159163491,-0.411980535924447,-0.274434358986703,1,1
-0.126779724508976,-0.0574481653589728,0.0166184223936114,-0.438353134211039,-0.201369271270454,1,1
-0.216438167730416,-0.0137121247951501,-0.0342141594805751,-0.493453291758201,-0.242117202885304,1,1
-0.168410743717112,0.0190787359766717,-0.0515928716633589,-0.478095761066689,-0.160087750656439,1,1
-0.15497076152694,-0.0198467283032905,0.0431297072480269,-0.471942714576272,-0.183372255661436,1,1
-0.194199830937843,-0.0427942167945999,-0.0265104056028946,-0.612712116375373,-0.247181983230769,1,1
-0.103412814453508,-0.0602516410577132,-0.00315154231115547,-0.647151584823145,-0.17877031561361,1,1
-0.162285427280276,-0.0173358758873287,-0.0517161966965626,-0.567472464569749,-0.284539224626676,1,1
-0.153415951506265,0.0442718276428651,0.00717313131972074,-0.510871800387713,-0.306657815260639,1,1
-0.202607015039385,-0.0190570009196305,0.111084701077603,-0.527848890740793,-0.273540169765123,1,1
-0.221017776848197,-0.0575255901077609,-0.0268463778136358,-0.485187683899634,-0.234242152912959,1,1
-0.127078155331818,0.122529667557788,-0.00238947049544337,-0.498530855256093,-0.211640552517457,1,1
-0.228594639584955,0.0115705955038711,0.0152735248229538,-0.566352130288073,-0.210319142803572,1,1
-0.0668240777075956,0.0330945680010061,0.000830742223113022,-0.594647189526761,-0.270780111665848,1,1
-0.17885311772369,0.0827712947389403,0.0344630680739761,-0.482499337539158,-0.189861217682771,1,1
-0.191383393760485,0.0105701756846693,0.0242277292654146,-0.572464146336321,-0.177622949094297,1,1
-0.134924836144555,0.103338414179481,-0.0707025750869301,-0.451869329340747,-0.165035685765157,1,1
-0.204116021320895,-0.0176708108024292,-0.065680165634653,-0.667020628604604,-0.232883729897184,1,1
-0.226367771802251,0.00441405867629272,0.0350126746081276,-0.492278983809474,-0.209015348556283,1,1
-0.157880020517755,0.0800375433427936,-0.0153031414642801,-0.528021717552131,-0.226195826491636,1,1
-0.143298884738001,0.0984038373630386,-0.0539428922819534,-0.509089153015849,-0.208172166227125,1,1
-0.150426916256866,0.0371607229475949,0.0190443597634344,-0.499908078546643,-0.185188929284878,1,1
-0.139702367374127,0.0523338160755797,-0.0346140567397977,-0.548152109886287,-0.160329041395987,1,1
-0.155078054861769,0.0444924636626717,0.0663275492853841,-0.513188503271922,-0.247979093925091,1,1
-0.243356964567096,0.0374851406898811,-0.0123434172806372,-0.615999778147248,-0.314109185514039,1,1
-0.226908334976097,-0.0101613782399249,-0.0308013655312659,-0.572581807960461,-0.296774125018828,1,1
-0.129299172375366,0.0206656358226622,-0.134802049227872,-0.568421694409407,-0.163227030442238,1,1
-0.140493507182798,0.0199162974726079,-0.0339688729255666,-0.602216840903233,-0.125021466921005,1,1
-0.225661099743053,-0.13514272717528,0.0509863251720609,-0.520724950949697,-0.147043644223501,1,1
-0.188127488845503,-0.0594773656728839,0.0853700065103183,-0.487264461328823,-0.253655562579046,1,1
-0.279268540257374,0.0628241165338107,-0.0322245371451682,-0.53354488906993,-0.0856001334841944,1,1
-0.1675044838202,-0.0865887121474562,-0.0340257475865115,-0.569327689142673,-0.114412268045313,1,1
-0.145279086149437,0.0448212743479474,0.0299344690610064,-0.527825242188727,-0.203802316711073,1,1
-0.182952300086193,-0.0121014808987334,-0.107141043952803,-0.436882025643879,-0.123102666086391,1,1
-0.173197680586697,0.15381029960142,0.0236897780191207,-0.552967051446011,-0.163918038999217,1,1
-0.142345542602451,0.0556782397265807,0.0539261299492555,-0.588716355101747,-0.220555183652541,1,1
-0.163253605622803,-0.0575165768432325,0.030964132210974,-0.490200867026825,-0.259623468583539,1,1
-0.257539261727754,0.0128747752091161,-0.0101995998551273,-0.569344630481386,-0.234451060787563,1,1
-0.218848509814905,0.062692590415356,-0.0012470186325563,-0.491025594084494,-0.147732942043158,1,1
-0.188307196646729,-0.0274050325180079,0.105520127199143,-0.601710234984012,-0.21143223325812,1,1
-0.133436114966333,-0.00459570244367714,0.0481307677871723,-0.457008279871693,-0.217736814171563,1,1
-0.157965841185883,0.0323003848253369,-0.0215520600108105,-0.503693770160012,-0.307130001741666,1,1
-0.161891832292866,-0.0148202987337045,-0.00475980304535119,-0.539191835772137,-0.243092571935656,1,1
-0.224990046447573,-0.00617075936988154,-0.0425382120593667,-0.622775617034311,-0.228613746877202,1,1
-0.0615686585658455,-0.00197188463221709,-0.094074890611367,-0.457427121264316,-0.297797956198472,1,1
-0.175978217795996,-0.0550352652160638,0.0414281552922026,-0.547025599554882,-0.155430221627679,1,1
-0.112075593509808,-0.111100780998894,0.0351438140252095,-0.573034896236899,-0.238539859634866,1,1
-0.22571576229954,0.100636294660099,-0.0628519703832886,-0.517099543578724,-0.273406491267588,1,1
-0.217473304291607,-0.00830775216160548,0.0852144147776056,-0.4531280995357,-0.201296161205225,1,1
-0.297447594391693,-0.02329175328793,-0.00897833810695003,-0.515275019768957,-0.171554896432917,1,1
-0.19599177115919,0.0522688982718119,-0.0874863008229307,-0.577474869571652,-0.172477151832084,1,1
-0.182913807882795,0.120249773916351,0.00633138796867344,-0.677535609840323,-0.17129886197974,1,1
-0.126353256190987,-0.00201439038780221,-0.00958870860070043,-0.629610674916415,-0.239879686778352,1,1
-0.172637300714254,-0.0347220228774681,-0.0884052213802558,-0.525456421525543,-0.222448787017579,1,1
-0.211471300054739,0.0160965475728421,0.054881577836723,-0.574340227187004,-0.193889371883812,1,1
-0.205664136298468,0.0109568538689625,0.0760855763990624,-0.443832549324261,-0.243525852208076,1,1
-0.14835641294799,0.0246454906620183,-0.00716066479409293,-0.561599684415222,-0.169921234299636,1,1
-0.232952149874843,0.0413988252474805,0.0394351767838594,-0.447228903403068,-0.104529496405715,1,1
-0.144591565823548,-0.0461580334528368,-0.0237744184090212,-0.564842386791816,-0.299388121688071,1,1
-0.115247792546508,0.0341567131578129,-0.027096050039617,-0.49590229099449,-0.126716468743483,1,1
-0.145226709292119,0.0653865898138192,-0.0601018020894223,-0.572137774843178,-0.160534120931482,1,1
-0.236571488896884,0.0345626207017365,0.100449577959513,-0.572227164236087,-0.227409950306451,1,1
-0.136159396321606,-0.0213712346978686,0.0463569688270717,-0.538269181030768,-0.223739443153737,1,1
-0.184884822725838,-0.0817969709978612,-0.0297091091988328,-0.545892251800946,-0.109894286671778,1,1
-0.209478319525575,-0.0070570501238578,-0.0672192856202482,-0.516424100281604,-0.228482106624488,1,1
-0.184891073879621,-0.0203085984225798,-0.0063583838878831,-0.545453368967211,-0.234778582741248,1,1
-0.212052451896065,0.0985884597995828,0.0694327803112387,-0.490259875131427,-0.229104931183016,1,1
-0.117195322444954,-0.0161701671660152,0.0752625839941296,-0.500047707456431,-0.150654446479539,1,1
-0.193735292508801,0.00354456817395486,0.0794819422853412,-0.571789836660257,-0.233465115407906,1,1
-0.132752503214502,0.0432574585869916,0.0351604036013452,-0.587770176077619,-0.174288289651179,1,1
-0.20439689514193,0.027170065832084,0.0329849293386155,-0.473607113719127,-0.191159233665029,1,1
-0.282576482223365,-0.0471828968868449,-0.0232750565975543,-0.564979602848968,-0.10915642146695,1,1
-0.154663878895251,0.00426214464369374,0.0888413530399299,-0.51306402912713,-0.207906126426571,1,1
-0.170616713902861,0.00839217874799318,-0.0355232890345994,-0.444692633985622,-0.182393814478695,1,1
-0.160896833943452,0.077238340549079,-0.0595535119664424,-0.508789134363114,-0.176961739986468,1,1
-0.204886570126901,0.00403970953741979,0.0250925885102369,-0.508144169951054,-0.160444492642074,1,1
-0.124289025448379,0.0318021938965983,0.0274015174748616,-0.448279961761879,-0.144534422291703,1,1
-0.156768482405535,-0.0316896784990138,0.0582501809281799,-0.472776094749664,-0.267852608097994,1,1
-0.157260451646385,0.00973315945124731,-0.067257629000255,-0.446924112443728,-0.199534701041983,1,1
-0.241185691441068,0.0296055035129154,0.0175942589566222,-0.479892961351841,-0.0826544666353767,1,1
-0.122103919085997,0.0242080847612647,-0.0184192067557105,-0.611135503182006,-0.212915233280685,1,1
-0.221261582126564,0.114906484820461,0.0737935135373667,-0.488423854553589,-0.150524114998924,1,1
-0.123147577342421,0.107695161419694,0.0299701215887736,-0.546048849532602,-0.144370975328443,1,1
-0.195059095011775,-0.102291095672615,-0.00571405193283421,-0.464299908407697,-0.28601660059394,1,1
-0.228499803307929,0.0443411692617504,0.0103022263157906,-0.548973192780429,-0.160116851978213,1,1
-0.188562410587029,-0.0318418005978201,-0.00950190472355665,-0.524633288194776,-0.25789809169691,1,1
-0.176165984674428,0.0555402416622766,0.0232335927305362,-0.516467928079497,-0.218308685276396,1,1
-0.164105706318022,0.0344188244474863,0.0806601386175537,-0.468549180988471,-0.153047398084572,1,1
-0.275483429183722,0.021722410883251,0.0542088514365103,-0.507047562510033,-0.142684665599136,1,1
-0.0915105371827888,-0.045705285024169,0.00251951567101684,-0.535233355458155,-0.219592299769001,1,1
-0.249166164005654,0.0864790216721037,-0.0629800681477746,-0.517767330209778,-0.191408730265943,1,1
-0.172533053084186,-0.0154820093440197,-0.00578898719740871,-0.491460601941464,-0.172141182746695,1,1
-0.165919773398265,0.123396211015785,0.095445133654944,-0.483941789417809,-0.105147063225074,1,1
-0.208771508621216,-0.0987894665035069,0.0515758771556805,-0.55072902545778,-0.137050603792465,1,1
-0.259833286126657,-0.0553588305809974,-0.0510096919189536,-0.520461409509686,-0.248555964872277,1,1
-0.195582556153693,-0.0563022642118139,-0.0636871731861354,-0.51151548939278,-0.181918496094967,1,1
-0.22400325479321,-0.0216616764021782,0.0765121461720659,-0.546397537673352,-0.176987918545654,1,1
-0.143034110982943,-0.0812108275100728,0.0921653251414268,-0.5231404596675,-0.121063922328318,1,1
-0.219546965516552,0.0184571224002039,0.117209556926363,-0.551913390583365,-0.236960156356622,1,1
-0.189806103171127,-0.025672745976388,-0.0197745781480063,-0.621716883309524,-0.264655186268548,1,1
-0.0983192519755926,-0.0241589709269634,-0.0381521743241378,-0.619553538715854,-0.171963491539993,1,1
-0.182831551460009,0.034960491472673,-0.113968439368809,-0.562620747086586,-0.219108340563254,1,1
-0.219202094638624,-0.0782149863615448,0.103945893313494,-0.525607096991542,-0.251478861078609,1,1
-0.184448079645014,-0.0174415719588304,0.0562465077062584,-0.469180301560772,-0.253666281703877,1,1
-0.169569445212608,0.0376311391251769,0.0231869358292015,-0.412504910107725,-0.092801567865608,1,1
-0.272205335854746,0.0239357391591054,0.0684642919304972,-0.514364450397609,-0.24641785105074,1,1
-0.187419980141293,0.0465210938940734,0.0441987917947784,-0.55721158690027,-0.225958750400419,1,1
-0.149052485445503,-0.0578854154339501,0.000251733869056801,-0.431637833420704,-0.220755041787475,1,1
-0.0783612535879662,0.0609358904216118,-0.0652765055950351,-0.544052462505524,-0.0979010068407454,1,1
-0.205531623509194,0.0115721980793104,0.0403315097053385,-0.498457493345239,-0.196204792732863,1,1
-0.12760114934547,-0.0270693927520622,-0.0169577278409215,-0.490450913030671,-0.307946951342754,1,1
-0.197623835455092,0.074340554259891,0.0225475464187914,-0.57203792069983,-0.242961530297772,1,1
-0.159172521056879,0.0599053373389339,0.00211419140438092,-0.488165752797809,-0.141750378183278,1,1
-0.193881125174445,-0.0101686467469363,0.0162881244367708,-0.444941768273981,-0.116643955862009,1,1
-0.112406063822815,0.0509117012523436,0.0398517685756412,-0.459515613747681,-0.199895823344826,1,1
-0.203496593048772,-0.00899436882971326,-0.0284717375012231,-0.594759777146364,-0.194377920060022,1,1
-0.208814071150914,-0.0542215281295525,0.0310847832831397,-0.600238675159713,-0.253162144784568,1,1
-0.220527705778642,0.0315869016973645,-0.0472671133730393,-0.686506754398786,-0.23876723809945,1,1
-0.159745265539889,0.02398873766768,-0.0545495164124405,-0.572066383852743,-0.146036268089396,1,1
-0.123591114503318,0.0093795468486946,0.0517722656176176,-0.491784740442346,-0.200468329611547,1,1
-0.125506594642391,0.146270695311896,0.117435015625768,-0.543704068630105,-0.138143580324658,1,1
-0.157784565223944,0.0111501708270051,0.0231001545885987,-0.546788994356156,-0.246151030453769,1,1
-0.12013003361268,-0.0251496038270234,-0.0201893696895504,-0.438322716013566,-0.136939592158516,1,1
-0.0888191950325397,0.0667898478417463,-0.0294172902021306,-0.614817313873237,-0.166216205015245,1,1
-0.139819895116873,0.0612012252156003,-0.0187309903388676,-0.553445445235222,-0.225909967622006,1,1
-0.236833164928972,0.0544114147335597,-0.0150282924476669,-0.481992018981658,-0.131480904530857,1,1
-0.195676338127286,-0.0741417259291686,0.0192360194164048,-0.535411829964254,-0.190819281733291,1,1
-0.0733606537933506,-0.0134312919590099,-0.0877954184263077,-0.52419158532189,-0.0778261277261073,1,1
-0.160378477591931,0.0448544049493053,0.0899024961595763,-0.585412455483814,-0.242050142719215,1,1
-0.146546681568027,-0.0903347033433206,0.0737368358271393,-0.550515101061946,-0.161249036493972,1,1
-0.112773478627128,0.0178805126967039,0.0109510263206722,-0.509921754635313,-0.22293475121608,1,1
-0.244200230330207,0.0669055210148724,0.0516423616103944,-0.465746315802689,-0.228817549723386,1,1
-0.151777526146574,0.058562087531204,-0.0597970368456074,-0.540935552673491,-0.211870878429053,1,1
-0.202592881947111,-0.0129554735741216,0.0527969934329806,-0.549461798111513,-0.244379857744224,1,1
-0.214236405084386,0.0314163594520689,0.0122226704777819,-0.533067109138251,-0.180706897594406,1,1
-0.271411116952224,0.0947209911200919,-0.0363657716204472,-0.515760602773511,-0.205046908159148,1,1
-0.226123618556485,0.118987655196233,-0.0025721311902186,-0.575993187971998,-0.138606834685251,1,1
-0.12626464197018,-0.0652708948475772,-0.0598964705502549,-0.513723068402083,-0.124537323219397,1,1
-0.118471184924554,-0.0998189783325005,0.0232214842154835,-0.55686937246909,-0.101336419560124,1,1
-0.189217646545706,0.00343721728699031,-0.0873641975396662,-0.499198125489108,-0.23140234898174,1,1
-0.206513493247539,0.069994139756701,0.0536210992466854,-0.544371900789941,-0.273812363415793,1,1
-0.210244066733693,0.0444108836150086,-0.0439445581692581,-0.454829508922356,-0.086778010773427,1,1
-0.122917205837,0.00422077611971397,0.00600880364705499,-0.456063464857731,-0.167846520326097,1,1
-0.146858801460686,0.0417223869229302,-0.0898138791203151,-0.544945765575722,-0.199838266150028,1,1
-0.228735407730331,0.01372632892203,-0.0728994444724114,-0.421931738578368,-0.260077854916538,1,1
-0.0913482472391825,-0.0191576062366975,-0.0186975171062587,-0.493120625605715,-0.222817980698277,1,1
-0.241626304698393,0.00880894267190569,-0.0249531139109304,-0.551007818452842,-0.172523165580491,1,1
-0.158385548466731,0.0112451307009375,-0.10541885778777,-0.433563158155339,-0.146683052905184,1,1
-0.142056876944291,-0.0541343572351594,0.105976623943118,-0.495237225344139,-0.2485671461388,1,1
-0.115726844160485,0.0161926703713568,0.0306845618973499,-0.525316926797995,-0.208993259772173,1,1
-0.190386562108897,0.0137515656202454,-0.125359361565946,-0.526529538237158,-0.196513221223664,1,1
-0.156806442133845,-0.00418925232178947,0.0775662539361787,-0.544699526321772,-0.176811709945101,1,1
