"V1","V2","V3","V4","V5","V6","V7"
-0.206855208634631,0.0449399651924756,-0.113434325617467,-0.463057229015359,-0.0983151721025816,1,1
-0.154639819300127,0.0531909277245312,0.0587752980485929,-0.531273793038977,-0.197553158137824,1,1
-0.226608631791043,-0.00795553669291564,0.0867369952017669,-0.522707814556505,-0.102408969212826,1,1
-0.10065258254313,-0.017428097158864,-0.0644093154001442,-0.639050139107732,-0.277307948282509,1,1
-0.160606767396706,-0.00774688327208804,0.01478102145043,-0.588784410809587,-0.185434644825016,1,1
-0.180712429629213,0.0463387739825891,0.00207736798991843,-0.554572149428322,-0.29223063955338,1,1
-0.159951304070851,0.0324989934470727,0.0980746198427312,-0.531810565223991,-0.125008039848174,1,1
-0.174208096168535,0.0235248266632413,-0.10608508110935,-0.55702806226434,-0.125701604814886,1,1
-0.163100880606852,-0.0211204575092209,0.0601548244363563,-0.541760703097944,-0.182120579334728,1,1
-0.206891931881484,0.0694908073831777,-0.0222776310053997,-0.661996805967381,-0.225974258666235,1,1
-0.192370109645874,-0.00355126387562117,-0.0176163342323173,-0.513865300654497,-0.180979796219576,1,1
-0.21139628699727,-0.00666157664555872,0.136421428068942,-0.554986267790503,-0.202599709657582,1,1
-0.115510958618526,-0.0387350787428074,-0.0464888296482021,-0.536569546124223,-0.127694225451049,1,1
-0.193351981677261,0.00976780864965456,0.0162007017202486,-0.441571971522313,-0.103953509422921,1,1
-0.0656428347098676,0.0161251710018429,0.0747762523690198,-0.541329384043225,-0.226309476151572,1,1
-0.204120915961696,0.0231980891408527,-0.0583781576494723,-0.535547778293145,-0.273204820441169,1,1
-0.177592026727119,-0.00977265340029282,0.0391893460201634,-0.576664806612185,-0.189333435401732,1,1
-0.162403211291108,0.0121348228431287,0.017881030568183,-0.57908844448268,-0.137740053190451,1,1
-0.169631738264132,0.0607693076816604,0.0246853405851537,-0.561716065618042,-0.249008996359879,1,1
-0.141407129713157,0.0357312138159431,-0.00473679422867091,-0.521127774566795,-0.220848439275431,1,1
-0.111236630831319,-0.0940159706464779,-0.0172331898929017,-0.527085374918237,-0.168893218150928,1,1
-0.253676488728675,-0.0731167323970219,-0.0700899991308271,-0.56993435630972,-0.217108347379049,1,1
-0.177854449978351,-0.0526130762981061,-0.0708096646195773,-0.558981753258463,-0.20929143664834,1,1
-0.068902806266844,0.0275021415844679,-0.0334149736155193,-0.508120822739456,-0.216592683251852,1,1
-0.213371041995009,0.0388113048586122,0.0543658442964797,-0.569155042398973,-0.193701416911693,1,1
-0.223316196946008,0.0111051077412011,0.0443736975421369,-0.523391025554815,-0.221540575743838,1,1
-0.176768635770048,-0.0134470651868661,-0.0168735353409524,-0.500637221300525,-0.160241424106369,1,1
-0.126120158023342,0.00938855778855929,0.0302842652494064,-0.509073675966981,-0.210279816834467,1,1
-0.137128241330063,-0.0629403027857078,-0.0690477447031249,-0.526736438081725,-0.163138733759398,1,1
-0.25117625369155,0.0123238487862126,0.0836625652203703,-0.449710342892687,-0.175541092145342,1,1
-0.18900688850544,0.036491412668366,0.0156011658315376,-0.486634098740769,-0.220759711969656,1,1
-0.151037205561756,-0.0529639409352712,-0.0337663739492336,-0.533760775529197,-0.15500176984651,1,1
-0.113754879703179,0.0158570703236069,0.0218580826149403,-0.46531811555121,-0.193347075807465,1,1
-0.240265181272897,0.0825672838360539,-0.094080195770837,-0.585834034732389,-0.164795839813887,1,1
-0.184217092524956,-0.0230120657140506,-0.0533793308599559,-0.497842881979223,-0.23809883990787,1,1
-0.178059104904065,0.0220853903862222,-0.00908957618066835,-0.533849735399181,-0.186802561356998,1,1
-0.127980815376873,-0.120881228014493,0.0806298100904457,-0.499071308924387,-0.241453298127793,1,1
-0.184251489986459,-0.0243635961064421,0.0940519496543002,-0.520362240774719,-0.263660138590316,1,1
-0.227203372689472,0.0483955289704569,0.0504877335717135,-0.645837553298106,-0.127184415676963,1,1
-0.130886567659258,0.000980034405829064,-0.00505311859667701,-0.502072149845049,-0.187597568623329,1,1
-0.209919733143542,0.00659584987878003,0.025342711171198,-0.490177756646576,-0.244709825587725,1,1
-0.177154768050983,-0.00457807403039799,-0.124788348830716,-0.476026953053224,-0.216459009556465,1,1
-0.156051651786856,-0.0160314118784304,0.0414226712033976,-0.531758302063096,-0.159301374830455,1,1
-0.0805314553578519,-0.0441918592855566,0.0640704132723904,-0.588676774671417,-0.181714837356323,1,1
-0.187068765547444,-0.0182095195301905,-0.127692342971307,-0.549317978331853,-0.141123324570383,1,1
-0.262525265795043,0.118988011165804,-0.0416889024484258,-0.510964976728209,-0.188231208075485,1,1
-0.199060158658833,-0.0175083371400099,0.115204209735256,-0.462340031988026,-0.152131659616857,1,1
-0.123322626759996,-0.00854351754391058,0.00244421716822692,-0.422170520718208,-0.232079375127808,1,1
-0.208090719333182,0.090027542281379,-0.0558412247637119,-0.544345937695209,-0.166928021582976,1,1
-0.147736062811441,0.0441059423293056,-0.0517431961776116,-0.56702728975838,-0.201143215300322,1,1
-0.209814164905511,0.0356796292057848,0.0628317014094169,-0.436395100992602,-0.256285568143498,1,1
-0.13425421311477,-0.133929765795432,0.0313744040428005,-0.598737396346121,-0.139006878843306,1,1
-0.119902262865421,0.0681136267981784,0.0311471638734662,-0.525860595377083,-0.204033096268603,1,1
-0.111998284973536,0.0610098234629931,0.0952860530399085,-0.559290351567475,-0.154982880048551,1,1
-0.235852333927918,0.00188692988937835,0.137613362868467,-0.498511796658803,-0.198770916870779,1,1
-0.187217747775445,0.0717711479900601,-0.0307959221025188,-0.550657685145618,-0.209186151560557,1,1
-0.132131688285391,-0.0788108303919021,0.0385223565835519,-0.58700105496138,-0.149635320559984,1,1
-0.156819508145715,-0.0452939742026,-0.0282217823230299,-0.497664619700399,-0.125758360945387,1,1
-0.265638592170486,-0.0424043049673519,0.00914545582573632,-0.464758607971885,-0.185364707153854,1,1
-0.208098465026099,0.0101375989685453,-0.0696019188520136,-0.566445289902915,-0.252585059192509,1,1
-0.190388118146346,0.0138133527097019,0.0619449324014869,-0.466530409063807,-0.088037799398081,1,1
-0.243843247814233,-0.004203616570651,-0.0121742701712681,-0.593191855108194,-0.218475027014766,1,1
-0.219324763046712,0.102416550439654,0.0500480096543028,-0.549443530238664,-0.165630884945641,1,1
-0.184827593326224,0.0240667013508956,-0.0224333738277677,-0.546833082451755,-0.154040852254295,1,1
-0.157466327447787,0.0149645714121088,0.0894968877761096,-0.508158218219909,-0.292601000240793,1,1
-0.165167295648507,-0.0380564299474751,-0.0738817231115124,-0.481724467222832,-0.204455211066908,1,1
-0.170297398992051,0.03357596035571,-0.022943269943156,-0.594089670778637,-0.162456773614983,1,1
-0.192808726823611,0.0576517781882544,-0.0303768027824979,-0.630020854825964,-0.259964496917955,1,1
-0.157122712763425,0.054464450364328,0.073816171891171,-0.434349692543389,-0.21392316463068,1,1
-0.215390497072767,0.070037611565267,0.0385088184487862,-0.523597929327017,-0.233391289932063,1,1
-0.19189273291706,-0.047943768913138,0.0205408781312535,-0.435297161879617,-0.220717847118643,1,1
-0.0579805220786089,-0.0919418773660247,-0.0392010532375687,-0.539008727555878,-0.194381204605985,1,1
-0.0989030645463066,0.0329103473305611,0.0435334319679285,-0.60347292457948,-0.0667272502675445,1,1
-0.171588196880375,-0.0307817049798485,-0.0906578292125265,-0.53759147101817,-0.235176600570089,1,1
-0.0733833142539537,-0.0378258004771534,0.0338327692912283,-0.485929047144715,-0.189931252778543,1,1
-0.110798983709507,0.0536456991642818,0.00498586362727448,-0.51905234366072,-0.283519681649569,1,1
-0.208949151855586,0.0094279410046232,-0.00338296213884251,-0.556181224480284,-0.149290459854396,1,1
-0.181926931537577,0.034519521120068,0.125418335749882,-0.532883014362553,-0.196394156269879,1,1
-0.175908413904197,-0.0517412802101217,-0.00505973415582454,-0.501728464657277,-0.160319325143855,1,1
-0.190768701303937,0.158998617386164,0.0262808360079019,-0.643487348690636,-0.226678523335843,1,1
-0.117596242283939,-0.00405857349467291,0.11763583567092,-0.532171404067973,-0.218862929713449,1,1
-0.103624368426063,0.0166957158400678,-0.0229144638973451,-0.469961696683771,-0.177463628602012,1,1
-0.105618199438704,0.0499707338832125,0.0106157521834404,-0.523674497142631,-0.202538777937421,1,1
-0.231626968146657,0.0322981625870741,-0.0333463665751599,-0.56337701104754,-0.276966511024696,1,1
-0.174533164146521,0.0499269641092824,0.0489878608049229,-0.507974996808308,-0.247225480473094,1,1
-0.147341107212482,-0.0344079393288524,-0.0495054159163475,-0.411980535924446,-0.274434358986701,1,1
-0.126779724508974,-0.057448165358974,0.0166184223936105,-0.438353134211038,-0.201369271270455,1,1
-0.216438167730415,-0.0137121247951505,-0.0342141594805758,-0.493453291758199,-0.242117202885304,1,1
-0.168410743717113,0.0190787359766704,-0.0515928716633573,-0.478095761066688,-0.160087750656441,1,1
-0.154970761526941,-0.0198467283032905,0.0431297072480277,-0.471942714576271,-0.183372255661435,1,1
-0.194199830937843,-0.0427942167946001,-0.0265104056028946,-0.612712116375374,-0.247181983230768,1,1
-0.103412814453508,-0.0602516410577148,-0.00315154231115547,-0.647151584823146,-0.178770315613609,1,1
-0.162285427280275,-0.0173358758873271,-0.0517161966965636,-0.56747246456975,-0.284539224626676,1,1
-0.153415951506265,0.0442718276428639,0.00717313131971908,-0.510871800387713,-0.306657815260637,1,1
-0.202607015039385,-0.0190570009196301,0.111084701077604,-0.527848890740794,-0.273540169765123,1,1
-0.221017776848195,-0.0575255901077616,-0.0268463778136358,-0.485187683899634,-0.234242152912957,1,1
-0.127078155331818,0.122529667557789,-0.00238947049544379,-0.498530855256095,-0.211640552517455,1,1
-0.228594639584953,0.0115705955038703,0.0152735248229551,-0.566352130288071,-0.210319142803574,1,1
-0.0668240777075938,0.0330945680010053,0.000830742223114264,-0.59464718952676,-0.270780111665848,1,1
-0.178853117723689,0.0827712947389419,0.0344630680739774,-0.482499337539158,-0.18986121768277,1,1
-0.191383393760485,0.0105701756846697,0.0242277292654162,-0.572464146336322,-0.177622949094298,1,1
-0.134924836144553,0.103338414179481,-0.0707025750869292,-0.451869329340745,-0.165035685765155,1,1
-0.204116021320896,-0.0176708108024306,-0.0656801656346511,-0.667020628604603,-0.232883729897184,1,1
-0.226367771802252,0.00441405867629312,0.0350126746081276,-0.492278983809473,-0.209015348556283,1,1
-0.157880020517756,0.0800375433427936,-0.0153031414642801,-0.528021717552131,-0.226195826491636,1,1
-0.143298884738001,0.0984038373630402,-0.0539428922819532,-0.509089153015851,-0.208172166227124,1,1
-0.150426916256866,0.0371607229475933,0.0190443597634361,-0.499908078546641,-0.185188929284876,1,1
-0.139702367374127,0.052333816075581,-0.0346140567397996,-0.548152109886287,-0.160329041395988,1,1
-0.155078054861768,0.0444924636626729,0.0663275492853845,-0.51318850327192,-0.247979093925093,1,1
-0.243356964567096,0.0374851406898819,-0.012343417280636,-0.615999778147249,-0.314109185514037,1,1
-0.226908334976099,-0.0101613782399259,-0.0308013655312643,-0.57258180796046,-0.296774125018828,1,1
-0.129299172375367,0.0206656358226626,-0.13480204922787,-0.568421694409407,-0.16322703044224,1,1
-0.140493507182798,0.0199162974726079,-0.0339688729255655,-0.602216840903234,-0.125021466921007,1,1
-0.225661099743054,-0.135142727175281,0.0509863251720601,-0.520724950949698,-0.147043644223502,1,1
-0.188127488845502,-0.0594773656728825,0.0853700065103171,-0.487264461328823,-0.253655562579046,1,1
-0.279268540257373,0.0628241165338111,-0.0322245371451664,-0.533544889069932,-0.0856001334841937,1,1
-0.167504483820201,-0.0865887121474547,-0.0340257475865105,-0.569327689142673,-0.114412268045312,1,1
-0.145279086149438,0.0448212743479482,0.0299344690610056,-0.527825242188726,-0.203802316711075,1,1
-0.182952300086192,-0.0121014808987322,-0.107141043952802,-0.43688202564388,-0.12310266608639,1,1
-0.173197680586697,0.153810299601421,0.0236897780191224,-0.55296705144601,-0.163918038999215,1,1
-0.142345542602451,0.0556782397265795,0.0539261299492539,-0.588716355101746,-0.220555183652541,1,1
-0.163253605622802,-0.0575165768432323,0.0309641322109744,-0.490200867026824,-0.259623468583537,1,1
-0.257539261727756,0.0128747752091153,-0.0101995998551281,-0.569344630481387,-0.234451060787563,1,1
-0.218848509814906,0.0626925904153573,-0.0012470186325563,-0.491025594084492,-0.147732942043159,1,1
-0.188307196646728,-0.0274050325180071,0.105520127199144,-0.601710234984014,-0.211432233258121,1,1
-0.133436114966332,-0.00459570244367754,0.048130767787171,-0.457008279871692,-0.217736814171563,1,1
-0.157965841185882,0.0323003848253361,-0.0215520600108109,-0.503693770160012,-0.307130001741667,1,1
-0.161891832292866,-0.0148202987337045,-0.0047598030453516,-0.539191835772136,-0.243092571935657,1,1
-0.224990046447571,-0.00617075936988194,-0.0425382120593661,-0.622775617034312,-0.228613746877202,1,1
-0.0615686585658449,-0.00197188463221871,-0.0940748906113663,-0.457427121264315,-0.297797956198473,1,1
-0.175978217795995,-0.055035265216064,0.0414281552922014,-0.547025599554883,-0.155430221627679,1,1
-0.11207559350981,-0.111100780998894,0.0351438140252083,-0.573034896236898,-0.238539859634867,1,1
-0.225715762299539,0.100636294660097,-0.0628519703832897,-0.517099543578722,-0.273406491267587,1,1
-0.217473304291607,-0.00830775216160649,0.085214414777606,-0.453128099535701,-0.201296161205226,1,1
-0.297447594391691,-0.0232917532879304,-0.00897833810695169,-0.515275019768959,-0.171554896432918,1,1
-0.195991771159191,0.0522688982718119,-0.0874863008229288,-0.577474869571652,-0.172477151832083,1,1
-0.182913807882795,0.120249773916353,0.0063313879686722,-0.677535609840322,-0.171298861979741,1,1
-0.126353256190988,-0.0020143903878014,-0.00958870860070002,-0.629610674916413,-0.239879686778352,1,1
-0.172637300714253,-0.0347220228774681,-0.0884052213802564,-0.525456421525543,-0.222448787017579,1,1
-0.211471300054739,0.0160965475728421,0.0548815778367239,-0.574340227187003,-0.193889371883812,1,1
-0.205664136298468,0.0109568538689613,0.0760855763990632,-0.443832549324263,-0.243525852208076,1,1
-0.148356412947991,0.0246454906620175,-0.00716066479409293,-0.561599684415222,-0.169921234299636,1,1
-0.232952149874842,0.0413988252474793,0.0394351767838578,-0.447228903403068,-0.104529496405716,1,1
-0.144591565823548,-0.046158033452838,-0.0237744184090196,-0.564842386791818,-0.29938812168807,1,1
-0.115247792546508,0.0341567131578137,-0.0270960500396174,-0.495902290994491,-0.126716468743482,1,1
-0.145226709292118,0.0653865898138176,-0.0601018020894235,-0.572137774843177,-0.160534120931482,1,1
-0.236571488896886,0.0345626207017361,0.100449577959512,-0.572227164236087,-0.22740995030645,1,1
-0.136159396321607,-0.0213712346978694,0.0463569688270721,-0.538269181030767,-0.223739443153735,1,1
-0.184884822725838,-0.0817969709978614,-0.0297091091988312,-0.545892251800946,-0.109894286671778,1,1
-0.209478319525577,-0.00705705012385901,-0.0672192856202476,-0.516424100281606,-0.228482106624487,1,1
-0.184891073879623,-0.0203085984225802,-0.00635838388788393,-0.54545336896721,-0.234778582741248,1,1
-0.212052451896063,0.098588459799582,0.0694327803112371,-0.490259875131428,-0.229104931183014,1,1
-0.117195322444955,-0.016170167166015,0.0752625839941284,-0.50004770745643,-0.150654446479539,1,1
-0.193735292508801,0.00354456817395547,0.0794819422853407,-0.571789836660259,-0.233465115407907,1,1
-0.132752503214501,0.04325745858699,0.0351604036013452,-0.58777017607762,-0.17428828965118,1,1
-0.204396895141929,0.0271700658320856,0.0329849293386155,-0.473607113719129,-0.191159233665028,1,1
-0.282576482223364,-0.0471828968868437,-0.0232750565975557,-0.564979602848969,-0.109156421466948,1,1
-0.154663878895249,0.00426214464369374,0.0888413530399283,-0.513064029127128,-0.207906126426569,1,1
-0.170616713902862,0.00839217874799278,-0.0355232890345988,-0.444692633985623,-0.182393814478694,1,1
-0.16089683394345,0.0772383405490806,-0.0595535119664428,-0.508789134363115,-0.176961739986469,1,1
-0.2048865701269,0.00403970953741817,0.0250925885102357,-0.508144169951055,-0.160444492642073,1,1
-0.124289025448379,0.0318021938965991,0.0274015174748628,-0.448279961761879,-0.144534422291702,1,1
-0.156768482405536,-0.0316896784990128,0.0582501809281811,-0.472776094749664,-0.267852608097994,1,1
-0.157260451646386,0.00973315945124812,-0.0672576290002554,-0.446924112443726,-0.199534701041981,1,1
-0.241185691441068,0.0296055035129142,0.0175942589566235,-0.479892961351841,-0.0826544666353773,1,1
-0.122103919085997,0.0242080847612643,-0.0184192067557091,-0.611135503182007,-0.212915233280684,1,1
-0.221261582126564,0.114906484820462,0.0737935135373654,-0.48842385455359,-0.150524114998924,1,1
-0.123147577342419,0.107695161419693,0.0299701215887748,-0.546048849532602,-0.144370975328441,1,1
-0.195059095011774,-0.102291095672615,-0.00571405193283421,-0.464299908407696,-0.28601660059394,1,1
-0.228499803307929,0.0443411692617508,0.0103022263157906,-0.54897319278043,-0.160116851978213,1,1
-0.188562410587031,-0.0318418005978213,-0.00950190472355706,-0.524633288194777,-0.257898091696909,1,1
-0.176165984674427,0.055540241662275,0.0232335927305362,-0.516467928079498,-0.218308685276397,1,1
-0.164105706318023,0.0344188244474847,0.0806601386175545,-0.468549180988472,-0.153047398084573,1,1
-0.275483429183721,0.0217224108832522,0.0542088514365116,-0.507047562510034,-0.142684665599136,1,1
-0.0915105371827886,-0.0457052850241706,0.00251951567101601,-0.535233355458156,-0.219592299769001,1,1
-0.249166164005656,0.0864790216721041,-0.0629800681477761,-0.517767330209777,-0.191408730265945,1,1
-0.172533053084187,-0.0154820093440189,-0.0057889871974083,-0.491460601941466,-0.172141182746693,1,1
-0.165919773398265,0.123396211015785,0.0954451336549423,-0.483941789417809,-0.105147063225074,1,1
-0.208771508621218,-0.0987894665035053,0.0515758771556813,-0.550729025457781,-0.137050603792463,1,1
-0.259833286126655,-0.055358830580997,-0.0510096919189527,-0.520461409509686,-0.248555964872275,1,1
-0.195582556153694,-0.0563022642118135,-0.0636871731861356,-0.511515489392779,-0.181918496094968,1,1
-0.224003254793211,-0.021661676402178,0.0765121461720675,-0.546397537673351,-0.176987918545652,1,1
-0.143034110982942,-0.0812108275100726,0.0921653251414259,-0.5231404596675,-0.121063922328317,1,1
-0.219546965516551,0.0184571224002043,0.117209556926361,-0.551913390583363,-0.236960156356621,1,1
-0.189806103171126,-0.0256727459763882,-0.0197745781480067,-0.621716883309524,-0.264655186268549,1,1
-0.098319251975592,-0.0241589709269642,-0.0381521743241384,-0.619553538715853,-0.171963491539993,1,1
-0.182831551460008,0.0349604914726746,-0.113968439368809,-0.562620747086584,-0.219108340563255,1,1
-0.219202094638623,-0.0782149863615432,0.103945893313495,-0.525607096991544,-0.251478861078607,1,1
-0.184448079645013,-0.0174415719588312,0.0562465077062572,-0.469180301560771,-0.253666281703875,1,1
-0.169569445212609,0.0376311391251777,0.0231869358292023,-0.412504910107725,-0.0928015678656097,1,1
-0.272205335854745,0.023935739159105,0.0684642919304968,-0.514364450397611,-0.246417851050739,1,1
-0.187419980141292,0.0465210938940747,0.0441987917947775,-0.557211586900269,-0.225958750400418,1,1
-0.149052485445503,-0.0578854154339515,0.000251733869058457,-0.431637833420704,-0.220755041787476,1,1
-0.0783612535879658,0.0609358904216122,-0.0652765055950342,-0.544052462505526,-0.0979010068407467,1,1
-0.205531623509193,0.01157219807931,0.0403315097053397,-0.49845749334524,-0.196204792732863,1,1
-0.127601149345469,-0.0270693927520638,-0.0169577278409202,-0.490450913030671,-0.307946951342754,1,1
-0.197623835455094,0.0743405542598926,0.0225475464187914,-0.572037920699831,-0.242961530297774,1,1
-0.159172521056877,0.0599053373389327,0.00211419140438133,-0.48816575279781,-0.141750378183276,1,1
-0.193881125174446,-0.0101686467469345,0.0162881244367691,-0.444941768273982,-0.116643955862008,1,1
-0.112406063822814,0.0509117012523444,0.03985176857564,-0.45951561374768,-0.199895823344826,1,1
-0.203496593048772,-0.00899436882971487,-0.0284717375012227,-0.594759777146365,-0.19437792006002,1,1
-0.208814071150915,-0.0542215281295535,0.0310847832831397,-0.600238675159713,-0.253162144784567,1,1
-0.220527705778642,0.0315869016973645,-0.0472671133730385,-0.686506754398786,-0.238767238099451,1,1
-0.15974526553989,0.0239887376676788,-0.0545495164124418,-0.572066383852742,-0.146036268089397,1,1
-0.123591114503317,0.00937954684869581,0.0517722656176168,-0.491784740442345,-0.200468329611547,1,1
-0.12550659464239,0.146270695311896,0.117435015625768,-0.543704068630106,-0.138143580324656,1,1
-0.157784565223943,0.0111501708270068,0.0231001545885999,-0.546788994356157,-0.24615103045377,1,1
-0.120130033612679,-0.0251496038270218,-0.0201893696895496,-0.438322716013566,-0.136939592158517,1,1
-0.0888191950325393,0.0667898478417467,-0.0294172902021297,-0.614817313873236,-0.166216205015244,1,1
-0.139819895116873,0.061201225215599,-0.0187309903388693,-0.553445445235223,-0.225909967622004,1,1
-0.236833164928971,0.0544114147335606,-0.0150282924476654,-0.48199201898166,-0.131480904530858,1,1
-0.195676338127287,-0.074141725929167,0.019236019416404,-0.535411829964255,-0.190819281733289,1,1
-0.0733606537933518,-0.0134312919590112,-0.0877954184263069,-0.524191585321891,-0.0778261277261071,1,1
-0.160378477591932,0.0448544049493053,0.0899024961595755,-0.585412455483812,-0.242050142719215,1,1
-0.146546681568026,-0.090334703343322,0.0737368358271389,-0.550515101061948,-0.161249036493973,1,1
-0.112773478627127,0.0178805126967023,0.0109510263206705,-0.509921754635313,-0.22293475121608,1,1
-0.244200230330206,0.0669055210148736,0.0516423616103944,-0.465746315802689,-0.228817549723384,1,1
-0.151777526146576,0.0585620875312036,-0.0597970368456082,-0.540935552673493,-0.211870878429052,1,1
-0.202592881947113,-0.012955473574121,0.0527969934329798,-0.549461798111515,-0.244379857744225,1,1
-0.214236405084385,0.0314163594520702,0.0122226704777811,-0.533067109138253,-0.180706897594406,1,1
-0.271411116952223,0.0947209911200928,-0.0363657716204478,-0.515760602773511,-0.205046908159148,1,1
-0.226123618556484,0.118987655196233,-0.00257213119021694,-0.575993187971997,-0.138606834685253,1,1
-0.12626464197018,-0.0652708948475762,-0.0598964705502547,-0.513723068402082,-0.124537323219396,1,1
-0.118471184924553,-0.0998189783324993,0.0232214842154852,-0.556869372469091,-0.101336419560123,1,1
-0.189217646545705,0.0034372172869887,-0.0873641975396677,-0.499198125489108,-0.231402348981739,1,1
-0.206513493247538,0.0699941397566994,0.053621099246685,-0.54437190078994,-0.273812363415792,1,1
-0.210244066733693,0.0444108836150074,-0.0439445581692594,-0.454829508922356,-0.0867780107734272,1,1
-0.122917205837,0.00422077611971559,0.00600880364705458,-0.456063464857733,-0.167846520326097,1,1
-0.146858801460687,0.0417223869229315,-0.0898138791203144,-0.544945765575722,-0.199838266150028,1,1
-0.228735407730331,0.0137263289220288,-0.072899444472412,-0.42193173857837,-0.260077854916538,1,1
-0.0913482472391841,-0.0191576062366979,-0.0186975171062593,-0.493120625605715,-0.222817980698279,1,1
-0.241626304698392,0.00880894267190407,-0.024953113910931,-0.551007818452841,-0.17252316558049,1,1
-0.158385548466733,0.0112451307009387,-0.10541885778777,-0.433563158155339,-0.146683052905184,1,1
-0.142056876944292,-0.0541343572351609,0.105976623943119,-0.49523722534414,-0.248567146138798,1,1
-0.115726844160485,0.016192670371356,0.0306845618973516,-0.525316926797996,-0.208993259772173,1,1
-0.190386562108899,0.013751565620245,-0.125359361565945,-0.526529538237159,-0.196513221223663,1,1
-0.156806442133846,-0.00418925232179048,0.0775662539361791,-0.544699526321771,-0.176811709945103,1,1
