"V1","V2","",""
-0.264912507890426,-0.0380103015743778,1,1
-0.230831214574346,-0.0331906908475394,1,1
0.0396034682248343,-0.0452492197349903,2,2
-0.154561511296285,-0.0628484466159287,1,1
-0.268518345612615,0.0319770103009597,1,1
-0.248774266778599,-0.0407512885565339,1,1
0.172742975006904,-0.0150738806048718,2,2
0.186950082887052,0.081952751642165,2,2
-0.0718177913810327,-0.0330768320352368,1,1
0.123250400218086,0.0620597435799044,2,2
0.0537920313893998,-0.0194343329677571,2,2
0.311200848263479,0.196050343990191,4,4
-0.151019320429572,0.0865217340714276,1,1
0.381886256985167,0.254278467837957,0,4
0.0713322165122525,-0.0367125652908426,2,2
-0.0516324535344108,0.29163835444032,3,3
0.226918446440282,0.277858839012808,4,4
-0.135938661833948,-0.0310949293005481,1,1
-0.159929994747975,-0.0973961246069684,0,1
0.182632076325928,-0.00748004607764617,2,2
0.18091948223648,-0.0364020142306728,2,2
0.315880253189682,0.281781310345746,4,4
0.00829975327848832,0.196483504877414,3,3
0.0853424440863747,0.0862140837896665,2,2
-0.162213577702751,0.0979124406598456,1,1
-0.0763383523965731,0.316485606900326,3,3
-0.0145500838723304,0.326198582187992,3,3
0.178539381907255,0.00692943027534444,2,2
0.187272444434912,0.340535189631302,4,4
-0.030918457649563,0.325794201334191,3,3
0.0355479209376496,0.00750590978314856,2,2
0.329876051439235,0.293276656191237,4,4
0.233302252009415,0.222783550093155,4,4
0.331141692851398,0.313956986974622,4,4
0.310166246599809,0.220384820192035,4,4
-0.237100183763556,-0.0641322492533452,1,1
0.20031350336539,0.331942414643549,4,4
0.178519311527126,0.0454327460060873,2,2
-0.189644487390607,0.0299631546706385,1,1
0.269160046770429,0.191228441848342,4,4
-0.163060627845712,0.105689766589596,1,1
0.132582861385602,0.0648069928358584,2,2
0.055930379225483,0.144900309829446,0,2
-0.0759435726949134,0.29930818640629,3,3
0.192943017951722,0.258408320052659,4,4
-0.0157466588408979,0.17757157710392,3,3
0.266981293431412,0.239475034135481,4,4
-0.159546992701419,-0.0836972450819636,1,1
-0.210648469848332,-0.0172032049490831,1,1
0.173004630718931,0.272416398042325,4,4
0.304374643251735,0.225781591940096,4,4
-0.153256228061994,0.0732567178097182,1,1
0.0419557875433915,-0.0378165952940921,2,2
0.0936152311008119,0.251918563338941,0,3
-0.0321150088591723,0.306361531245201,3,3
0.257944891796247,0.168731496196494,0,4
0.0778545622650104,0.0690149191928159,2,2
0.185556500332323,0.323629696467671,4,4
-0.0263679654376147,0.00680288088348524,0,1
-0.197833381522861,-0.0382688950600094,1,1
0.313376798045401,0.320384068793762,4,4
0.109957140792501,0.0127440584141766,2,2
0.176906839385532,0.00975900965529529,2,2
-0.0693032314692943,0.175713495968864,3,3
-0.113787042770797,0.118056027470874,1,1
0.117807843970846,0.0307557356502529,2,2
0.146491651783813,0.292621221963254,0,3
-0.171215583154397,0.0998152713219177,1,1
0.205439529191993,0.365692725414061,4,4
-0.255305276914371,0.0134919594089585,1,1
0.280274231262523,0.284326643866432,4,4
-0.186212112975319,0.0821705794987263,1,1
0.159351578355026,0.274778441832823,0,4
0.171373375423633,0.118584156905014,2,6
-0.0233362179733632,0.249126041251023,3,3
-0.126484592983353,-0.0504629381962894,1,1
-0.256195850075025,0.00530993620846435,1,1
0.0155814090378266,0.256172291917748,3,3
0.104900932362284,0.0880392679939274,2,2
0.0791591081230541,0.258615999096542,3,3
0.058684788368089,0.195564247591452,3,3
-0.148632192539859,0.050920232927153,1,1
-0.0352557199979518,0.24149885950735,3,3
0.0805886176170551,0.308342263063343,3,3
0.221477003469952,-0.0126503797773191,2,2
-0.203439827913823,0.085346637170375,1,1
-0.0141059890583304,0.302002270661516,3,3
-0.20774087142717,-0.00596996794669857,1,1
0.211415164340796,0.298846470628471,4,4
0.0742975195036774,0.261290615886246,3,3
0.230765468986211,0.159931338588424,0,4
-0.0627113720954028,0.0602855242354853,1,1
-0.126098169646785,0.0882571288830252,1,1
0.340470338160487,0.350272412540453,4,4
0.1076609095865,0.275214547831595,0,3
-0.215729144914514,-0.0618065864571349,1,1
0.329043874404243,0.319572555823454,4,4
-0.0220270594832447,0.0309887002327412,0,1
0.107725057925705,-0.0382812692226238,2,2
0.308538418534267,0.168585134236023,0,4
0.231349931726565,0.356281433688654,4,4
0.137547220228163,-0.0466444559009895,2,2
0.158316033121296,0.264990360984943,0,4
0.280945603424247,0.321827020460987,4,4
0.0469673927718431,0.26244027251733,3,3
-0.0667863974858214,0.0256604996873047,1,1
-0.133447216843148,-0.0750337013585318,1,1
0.280888921337728,0.273676393781851,4,4
0.335558558741446,0.267909055198357,4,4
0.30703625329688,0.232612482628561,4,4
-0.0825363238782783,-0.0472571225542377,1,1
0.212450723151076,0.199097356574805,4,4
0.0448799018347931,0.0323707581546126,2,2
0.216287246782987,0.0251197474772382,2,2
0.178739093772004,-0.0457143839359251,2,2
0.0861369784458815,-0.0618682599442444,2,2
-0.160452897835114,0.0812299889205795,1,1
-0.096097683708576,0.0596026774939333,1,1
-0.166952969267928,-0.0290347076294289,1,1
-0.167679958282816,-0.0689306816492391,1,1
-0.215653206916798,-0.0431046459223301,1,1
-0.160779842946802,-0.00450484691278088,1,1
-0.176197615489818,0.0333852161591311,1,1
-0.139195143447442,0.0806460314400512,1,1
-0.229690640881576,0.114024732786571,1,1
-0.147278848037526,-0.0302103039044281,1,1
-0.247186484430707,0.0362314264830932,1,1
-0.255479158713313,-0.00112265193628053,1,1
-0.122421372564354,-0.0737660121267242,1,1
-0.175542485424169,-0.0269982395767529,1,1
-0.155681817761986,-0.0131651433136518,1,1
-0.138804058053943,0.105214022026695,1,1
-0.209626191996862,0.0198370528933696,1,1
-0.148940283681569,0.0210890800562211,1,1
-0.197065409086636,0.0643813263194353,1,1
-0.240836899541654,-0.0337588410865269,1,1
-0.134784918864864,0.0495270899192828,1,1
-0.223646248224046,0.0755483383493412,1,1
-0.151075499128529,0.0164869719568917,1,1
-0.132729553886648,0.0778719706051406,1,1
-0.150765985870226,0.00406327815456131,1,1
-0.197898064836356,-0.0356203071697245,1,1
-0.154065317131322,-0.00734317478625325,1,1
-0.249785159454166,0.0509854872337056,1,1
-0.117309702426035,0.0355602779853687,1,1
-0.167203913941153,-0.0429501521884834,1,1
-0.194589306878509,0.0103507559581691,1,1
-0.187264632435457,0.0145858275929336,1,1
-0.14794204190405,-0.0613915778286347,1,1
-0.185187610120006,-0.0122954597138028,1,1
-0.125612086355884,-0.0117655542398476,1,1
-0.123976702512419,0.0192665052064481,1,1
-0.149892911795189,0.000710410674540068,1,1
-0.179698235552872,0.0210731489691433,1,1
-0.194636236326847,0.0806368463274818,1,1
-0.122089890576828,-0.0308086018216614,1,1
-0.205094664653877,0.0180332773754526,1,1
-0.167260237243894,-0.00152541674017468,1,1
-0.17234828421692,0.0324564447384584,1,1
-0.17744800958468,0.0716006607798312,1,1
-0.158630087700714,0.00478038850291858,1,1
-0.147241221105796,-0.0503075535055988,1,1
-0.205441090173042,0.0098230021280313,1,1
-0.203210063249607,0.0192256015577167,1,1
-0.177604891741897,0.129853107271958,1,1
-0.157170515955859,-0.0280435203630797,1,1
-0.159479742812191,-0.0635556102921768,1,1
-0.177480184086219,0.0893930947224903,1,1
-0.0980370519949642,-0.00383590446831476,1,1
-0.0676382638921635,0.000854535685542692,1,1
-0.149428039260381,0.131444846518323,1,1
-0.18920664225089,-0.0124236156698061,1,1
-0.205737282155524,-0.0567383940602465,1,1
-0.213226740527899,0.00654567632860837,1,1
-0.190869011837569,-0.0331640882811458,1,1
-0.143379892536325,-0.0468989962441501,1,1
-0.210031466666633,-0.0316906371067095,1,1
-0.137391160999743,0.0564355227227091,1,1
-0.101593410804368,-0.0430007521206941,1,1
-0.200545628348572,0.0525264304853015,1,1
-0.242264792606503,0.0570000894070036,1,1
-0.157623186323645,-0.0135968128079696,1,1
-0.257682729756956,0.0574932019488447,1,1
-0.264075722846988,0.00438669778003434,1,1
-0.0400141736167121,-0.00273878061509688,1,1
-0.204210843404792,0.0727221776296883,1,1
-0.119832479320261,0.0309740741696933,1,1
-0.122763538075114,0.0524956419698269,1,1
-0.0512084330328794,-0.0252950415895849,1,1
-0.201015857315441,0.01773430622438,1,1
-0.185394186930786,-0.00388013673496754,1,1
-0.120408476409766,0.026036740350842,1,1
-0.152835746869572,-0.0131554816324441,1,1
-0.171825335639296,0.0406829240427755,1,1
-0.239890783123263,-0.0357203687877607,1,1
-0.134720925062467,0.0244296224664428,1,1
-0.250374257447653,-0.0217839254820663,1,1
-0.201039731946702,0.0154411013009968,1,1
-0.152753185364673,0.0278514888155798,1,1
-0.164683643126812,-0.0162248242560757,1,1
-0.181118999097076,-0.00813499692087514,1,1
-0.236269187695333,0.0162600654051481,1,1
-0.0661347386819671,-0.0424002458893182,1,1
-0.160375403096729,0.0837909938742536,1,1
-0.154509089211076,0.0933499744751495,1,1
-0.106112928630988,0.0524847433322869,1,1
-0.0998022079372764,0.02363313723311,1,1
-0.0987478441166658,-0.0246615222509741,1,1
-0.128862699292587,-0.0781823631286886,1,1
-0.187125913964715,0.0465087390027182,1,1
-0.163616118225682,-0.0317175926996391,1,1
-0.254523879206909,0.00205399138176385,1,1
-0.148734538158098,-0.0167305573882458,1,1
-0.11063820671885,0.0430955176151465,1,1
-0.148313134689177,-0.0179301204036739,1,1
-0.196040340675143,0.00946290545980242,1,1
-0.107885592909577,-0.0492021540079701,1,1
-0.130678106435277,0.0573169257191598,1,1
-0.180503142038432,-0.0268671603349497,1,1
-0.253028645702355,0.00333772553291769,1,1
-0.131156160506696,-0.00192820425174893,1,1
-0.10291870763191,0.0678425691480663,1,1
-0.0880412532937651,0.0975442963695601,1,1
-0.241707547017708,-0.00915221165045562,1,1
-0.178700215181787,0.0591721882061021,1,1
-0.0863392152960108,0.0201017123019725,1,1
-0.100914683472571,-0.0715708638942302,1,1
-0.0932877487515158,-0.00388962067175576,1,1
-0.198307981790752,0.0226468079184303,1,1
-0.0998405541861355,0.0056122619992849,1,1
-0.12691523649961,0.0931581159801124,1,1
-0.140721988648495,-0.0257479876219862,1,1
-0.218599170681279,0.0671158488887001,1,1
-0.220847946950989,0.00346380992718308,1,1
-0.242161600958725,-0.00985820884389617,1,1
-0.261779249542541,0.0490195890079141,1,1
-0.144893382845357,-0.0552081254721157,1,1
-0.196484820316742,0.0674910145347018,1,1
-0.16242409920766,-0.027253483575537,1,1
-0.189271183999768,0.0725178483080388,1,1
-0.135092068148413,0.00334262481601621,1,1
-0.161649100370913,0.122866170643805,1,1
-0.157545741936941,0.00109425001249603,1,1
-0.159321646145371,0.0165809298617014,1,1
-0.106997127972866,0.0226837631997293,1,1
-0.093463712395379,0.0168340500546941,1,1
-0.221572349391162,-0.0305438843722674,1,1
-0.234774365734978,0.0565058483236871,1,1
-0.183904361346625,0.0534549094561957,1,1
-0.186554798589278,0.0857301254965392,1,1
-0.106542128927795,0.00402101498857469,1,1
-0.15368521607198,0.0424493293510489,1,1
-0.168311507488516,0.0199293272423789,1,1
-0.167642024524742,0.0310445638955624,1,1
-0.237229314856221,0.0658080088330208,1,1
-0.125949499302809,-0.0764639233754194,1,1
-0.22704691323983,-0.0347046704508392,1,1
-0.192374520436537,0.0861481224390173,1,1
-0.217386269354621,0.0695154240241031,1,1
-0.0455934652092178,-0.0240901156713789,1,1
-0.117818803896197,0.00400910020798531,1,1
-0.187705902799075,0.0359687607059058,1,1
-0.13111456110275,0.0452818395195015,1,1
-0.194393674806016,-0.00395228230463187,1,1
-0.215556977985739,-0.00861359662000995,1,1
-0.207276691331636,0.12105313918349,1,7
-0.195170545659891,-0.0055975245132405,1,1
-0.199591901337498,-0.00609040839625246,1,1
-0.123444511952115,-0.0170710570680823,1,1
-0.0814657231822734,0.0356814587743391,1,1
-0.129269104521111,-0.0773704667719994,1,1
-0.0831080708174682,0.046002086726075,1,1
-0.222415150222285,-0.07005636527864,1,1
-0.220357647000696,-0.0329052212870388,1,1
-0.0955370928826765,-0.0153966835367407,1,1
-0.173645466250459,-0.00738118499272569,1,1
-0.161546056526287,-0.0151087046781957,1,1
-0.129893905952187,0.0508449635726364,1,1
-0.186447256661835,-0.0431586315561924,1,1
-0.144172459988626,0.0464908817019813,1,1
-0.223356363459199,-0.0219141288334945,1,1
-0.210900968149294,0.0242618737986895,1,1
-0.144719381585499,0.0176883015506582,1,1
-0.142682365301224,0.0486785137828111,1,1
-0.0886859450875289,0.0538039142812741,1,1
-0.108268017847824,0.078060785665834,1,1
-0.145783895708825,0.0905034288474733,1,1
-0.178666538414219,0.00670247015489905,1,1
-0.175120282887078,-0.0589964380592837,1,1
-0.15487172399485,0.00659332756227107,1,1
-0.145788000138007,0.0189943431029584,1,1
-0.154341413230997,0.0337497510326065,1,1
-0.114277003251148,0.0435942391268636,1,1
-0.198494117809768,-0.0109221899423622,1,1
-0.156722559285915,0.0269356369521275,1,1
-0.260031653007366,-0.0554517139439313,1,1
-0.184667673277881,0.040862469738126,1,1
-0.209333210674558,0.0366694491753941,1,1
-0.103334097874131,-0.0580012554822861,1,1
-0.137447497510061,-0.0629836916497267,1,1
-0.130690496197767,0.0480561355695036,1,1
-0.161342476570516,-0.000643713391372256,1,1
-0.215028128180109,0.0119022289173207,1,1
-0.226004686566698,0.0836775870393388,1,1
-0.0843279381369807,0.0778992655982561,1,1
-0.178522612610949,0.123946987425487,1,1
-0.154421098295115,0.0965202078556144,1,1
-0.131139502984312,0.0882298776733083,1,1
-0.256526936653392,-0.0483435557669689,1,1
-0.196792770528654,-0.0288658136211772,1,1
-0.248058367274187,0.0367843361962466,1,1
-0.108034837499595,0.0862360850923273,1,1
-0.0409353685458479,0.0469481012333325,1,1
-0.154711970398921,0.0908134528591538,1,1
-0.0597063752599677,0.0258846473614386,1,1
-0.176134376866784,-0.0142624001122023,1,1
-0.217867849796111,-0.0790074594086799,1,1
-0.183137592486587,0.117845509246557,1,1
-0.15508001561082,-0.0352371397295345,1,1
-0.150995768287437,-0.0441991896082186,1,1
-0.217861624148797,-0.00388054253426752,1,1
-0.23291466545142,0.073100861263686,1,1
-0.191505011940567,0.00291863485776249,1,1
-0.227028541474471,-0.0470749655600689,1,1
-0.179838335017331,0.0609163943237949,1,1
-0.210062615709205,0.0676150982461428,1,1
-0.137773134043291,0.0463102839036345,1,1
-0.16403239864062,-0.0305050146368027,1,1
-0.188181949302845,-0.0132552893180549,1,1
-0.139700926835328,0.00977826699963579,1,1
-0.113992026429787,0.109952541155051,1,1
-0.153341814967347,0.0660941913849772,1,1
-0.206294769599376,-0.0235459631789564,1,1
-0.207559252440894,0.0371995840581673,1,1
-0.173881433132247,0.0254807398053631,1,1
-0.156702862601236,0.0264574487397018,1,1
-0.0791075688947458,0.0146615337752392,1,1
-0.154379865068079,-0.019218472639618,1,1
-0.242840689529033,0.011935413440521,1,1
-0.212607471687271,0.0513944678494171,1,1
-0.122885669244976,-0.0437435100192524,1,1
-0.186044347960331,0.086821344154866,1,1
-0.160163708589213,0.08411089032294,1,1
-0.075783524344151,-0.0507425908875703,1,1
-0.155630702656282,-0.0113206857737969,1,1
-0.220293052721644,0.0193803347129592,1,1
-0.22118575154675,0.104027004495276,1,1
-0.235244973942351,0.0505825853953544,1,1
-0.183853415148399,0.0145543208696031,1,1
-0.127658892766098,-0.0562755734658329,1,1
-0.185116662054463,0.120245974126243,1,1
-0.198687489659796,0.054922060709121,1,1
-0.212001691046668,0.0104940964262017,1,1
-0.157098947760528,0.0593083883736612,1,1
-0.0740543855044842,0.0759105148561285,1,1
-0.203704101919002,0.0931112010793985,1,1
-0.100740683512771,0.0153504803352569,1,1
-0.111775486919967,-0.021273415657839,1,1
-0.145564084299294,0.0943708568863874,1,1
-0.167327296036609,-0.0388944893440389,1,1
-0.162214637501825,-0.051676997623037,1,1
-0.183798760769571,0.0332679930545713,1,1
-0.0812640095584074,0.0463015011320229,1,1
-0.167101453005041,0.0228340243982554,1,1
-0.20397944938091,0.0652117882865613,1,1
-0.133096533962747,0.00883368623211388,1,1
-0.0994898680595741,-0.0484844659673904,1,1
-0.142967080572346,-0.051053006614031,1,1
-0.198095970433125,-0.0267417606097463,1,1
-0.175036361294269,-0.0309974048015315,1,1
-0.150030766962253,0.0832452094151799,1,1
-0.135253056874284,0.06937796785232,1,1
-0.162055117273622,0.0396226042097788,1,1
-0.129182064284529,0.0594813706951502,1,1
-0.139826341905987,0.0688996523355114,1,1
-0.217862533996427,0.028134197157252,1,1
-0.228096558572944,-0.0432379210227495,1,1
-0.243045446275006,0.00188268083640859,1,1
-0.195698234229167,-0.00629016128486914,1,1
-0.127485768455975,0.0562727477865499,1,1
-0.147594322678608,0.0622128750199721,1,1
-0.200327631535944,-0.0225549262762448,1,1
-0.117130927408269,0.060779332542847,1,1
-0.137394081556268,0.0867903898040829,1,1
-0.232543285257913,0.00393064173105297,1,1
-0.141796223844331,-0.0306461142684725,1,1
-0.211557778903575,0.0482697547329392,1,1
-0.223078517755992,0.0491157698799376,1,1
-0.1310336959708,0.109541470421765,1,1
-0.21811777320626,-0.0214337229965118,1,1
-0.14285866292415,-0.0463686897521121,1,1
-0.127050483104458,-0.0241194271464041,1,1
-0.272057393545599,-0.00123469743272634,1,1
-0.127190398294542,-0.0335041281837197,1,1
-0.119926653042148,-0.0642848236467032,1,1
-0.0844726178359416,0.068071950706163,1,1
-0.171563501874532,-0.0104942322730373,1,1
-0.203130192718624,0.024080886390083,1,1
-0.176393734741441,0.0346733030397887,1,1
-0.201104194937528,-0.0950491963949918,1,1
-0.095704689656257,-0.0455834833674406,1,1
-0.165569300086199,0.0351467332754894,1,1
-0.20253420820637,0.0700582862996675,1,1
-0.141775728803944,0.0922964119065535,1,1
-0.129946746751334,0.040417882790574,1,1
-0.0522043202655768,0.0392837760960288,1,1
-0.0848571860967735,0.0405767007633282,1,1
-0.185807475191433,-0.0644889405630342,1,1
-0.143869888598979,0.0513263951356711,1,1
-0.128011229373997,-0.0578025563768455,1,1
-0.238342610772677,0.013773495038102,1,1
-0.23327666200793,0.0275837605272644,1,1
-0.121299359455849,0.077646100047,1,1
-0.162091220639459,-0.0380976143982447,1,1
-0.141385759528165,0.0139111282484607,1,1
-0.214924354303893,0.0130717717002819,1,1
-0.200638658190614,0.0698318094315107,1,1
-0.175955236485822,0.0430221075184328,1,1
-0.216207987343417,-0.0771631496562868,1,1
-0.1593507830537,-0.0392595036044769,1,1
-0.0826531099532781,0.0676713117467696,1,1
-0.249509870696698,-0.015768698654524,1,1
-0.191759299683614,-0.0428216387423446,1,1
-0.207079817783311,-0.0401039209095039,1,1
-0.187788596176342,0.00923812656841562,1,1
-0.148039950102262,0.0618454127685076,1,1
-0.116363777317668,0.0349823202170611,1,1
-0.0918336365112673,-0.0395725948911176,1,1
-0.189086434755254,0.00418109081186295,1,1
-0.160478090830435,0.00141361868498965,1,1
-0.196725642160125,0.00226746810468775,1,1
-0.176082359127051,-0.0259700920562047,1,1
-0.210703413304662,0.120238223625633,1,7
-0.151592091410969,-0.0345219478402644,1,1
-0.160770488440874,0.0720268943324309,1,1
-0.143533012784999,0.0482831028295958,1,1
-0.180820767496979,0.0937149452580691,1,1
-0.198116807044097,-0.041456481644447,1,1
-0.278494555809661,1.28956562846472e-05,1,1
-0.195042621730886,0.0447557322354793,1,1
-0.0982963015028644,0.0210799515959627,1,1
-0.246180310941204,-0.0308882643166869,1,1
-0.209750009391948,0.035760246136774,1,1
-0.183293490771081,0.101032853011875,1,1
-0.0435632110841953,0.0222794171632535,1,1
-0.163162576127122,-0.0202998011573672,1,1
-0.248326097949841,-0.0681171813800433,1,1
-0.172482152133731,0.0263138855759735,1,1
-0.126180730223098,-0.00586709194051471,1,1
-0.18921014735513,-0.0329902486221721,1,1
-0.198072206939219,0.0320810451007339,1,1
-0.153946265863839,0.0458101642118543,1,1
-0.282599746073229,0.0305799041793338,1,1
-0.125201310512209,0.0125711390170128,1,1
-0.228221155675231,0.0422880963329781,1,1
-0.164778900117206,-0.0209543470905304,1,1
-0.112415879610189,0.0721110279519828,1,1
-0.217738704343231,-0.0326434382116039,1,1
-0.108185209972585,0.109571570023829,1,1
-0.125551354090762,0.108509063380478,1,1
-0.233551141888339,-0.00827560019289492,1,1
-0.204613262973615,0.0307573205093607,1,1
-0.196163521275954,0.0390637666076073,1,1
-0.131891861058076,0.0314062718178267,1,1
-0.213007985436719,-0.0826263312903207,1,1
-0.204203875661582,0.0898590986494774,1,1
-0.183196790872242,-0.0619437553877954,1,1
-0.176286560425813,-0.0833707595102816,1,1
-0.127192420240904,-0.0499299276332283,1,1
-0.138947697963118,0.0956379888154706,1,1
-0.254581989287126,0.0493925175428125,1,1
-0.209012319667924,-0.03644631944413,1,1
-0.111442051179214,0.0208325344006965,1,1
-0.187404359667201,0.0155983768530864,1,1
-0.106588271906961,-0.0526090036974673,1,1
-0.192403155104198,0.0192315516525146,1,1
-0.108581245600098,-0.0244511186070735,1,1
-0.101701483871107,-0.0104395182586149,1,1
-0.195368379318551,0.0511712216534977,1,1
-0.174666681521761,0.0934602858827308,1,1
-0.203557212465092,-0.0452657083493562,1,1
-0.180952504822073,0.109431462201552,1,1
-0.159372389088858,0.00633925566117297,1,1
-0.199791013231388,-0.00820540756971641,1,1
-0.221860901496895,-0.00298455426158626,1,1
-0.179251043093207,-0.0210338858897854,1,1
-0.184643164813981,-0.076597240191152,1,1
-0.103543827814543,-0.00139832911642539,1,1
-0.149550241510152,-0.000991557824092899,1,1
-0.23030886668917,-0.00299265084022983,1,1
-0.239289627741608,-0.0538114601595786,1,1
-0.256380407360365,0.0245691606432769,1,1
-0.140936187698383,0.00106148014280067,1,1
-0.11698604360837,-0.0119500078533071,1,1
-0.105154285825609,0.112999467175785,1,1
-0.144544291631267,-0.00652058249799614,1,1
-0.204858743035626,0.00135326422731302,1,1
-0.202175939082536,0.111061494813537,1,7
-0.164413168295114,-0.0281750330322697,1,1
-0.160702802721782,0.0271172765118724,1,1
-0.110414755620172,0.0732857437332877,1,1
-0.0657947513028388,0.0197994888138704,1,1
-0.156601847121898,0.00650214824913093,1,1
-0.115410266008855,-0.040528229236475,1,1
-0.243808699852214,-0.0326901955863221,1,1
-0.258271737962125,0.016594586800553,1,1
-0.218975603704101,0.0443709641865765,1,1
-0.104809707334611,0.0722991615851735,1,1
-0.100586436849731,-0.0774059705138686,1,1
-0.22254280620721,0.0444602286063663,1,1
-0.0855448582408146,-0.0333915122588753,1,1
-0.126337941639053,0.0477829945501151,1,1
-0.19826948003843,-0.01925661185164,1,1
-0.134170174972463,0.014740036981423,1,1
-0.160061780465043,0.00724648532095585,1,1
-0.207100525474961,-0.00377309411296569,1,1
-0.177547077890323,-0.00454906621927002,1,1
-0.252657312688846,-0.00366015394141733,1,1
-0.13910946681914,0.10993144800943,1,1
-0.158306488027989,-0.00712557160145285,1,1
-0.170121076373953,0.00746780064511898,1,1
-0.156693521790864,-0.0280261366405606,1,1
-0.100424503048525,0.024753100621447,1,1
-0.17700670367582,0.0092768186237368,1,1
-0.204275649949588,-0.0782509686658171,1,1
-0.164373071298745,0.00688092432011621,1,1
-0.126335398824169,-0.0407127224492466,1,1
-0.0392743856278412,-0.00275812146258389,1,1
-0.14532075823672,0.0348755243382266,1,1
-0.0848224130563006,-0.0221935659808042,1,1
-0.199321960552627,-0.0119693723708516,1,1
-0.188407338784449,0.0513721520396876,1,1
-0.119548621589203,0.018411838884509,1,1
-0.214350069547805,0.0329216691385383,1,1
-0.125019756158883,0.0553600045902874,1,1
-0.208332164932275,-0.00335396504990523,1,1
-0.186380461863078,-0.0215880357304498,1,1
-0.068533771904348,-0.0482050613314962,1,1
