"V1","V2","V3","V4","",""
-0.137246098991873,0.00228398982744851,0.0622391956259676,-0.529737998425914,1,1
-0.0831823631956623,0.0434415900568396,-0.00583714707749573,-0.54316761623729,1,1
-0.167556393357936,-0.0413321273980927,-0.00712206119722653,-0.535457313830283,1,1
-0.110365024416032,0.146719629425403,-0.061230462114429,-0.458834376425535,1,1
-0.0717526453471884,0.0221391369501608,0.113402560563444,-0.488474734448982,1,1
-0.184459645959551,-0.055548489244712,-0.0780716650020352,-0.564374575604019,1,1
-0.215526156877553,0.0606960824248301,0.00463429954389036,-0.548030400750584,1,1
-0.19105897894966,0.0423509310488767,0.0150138096793068,-0.507287900071349,1,1
-0.164040177584493,0.0542469875472992,0.00879907984744859,-0.462228703985403,1,1
-0.181534111001184,0.0331322659578644,-0.0109923305909589,-0.459433509544948,1,1
-0.11924157702803,0.0388472659829437,0.0176816294255483,-0.479234790963914,1,1
-0.0695536644945179,0.0243697936128763,0.0801249575354797,-0.501892233347934,1,1
-0.108501482300297,0.0266996824795006,0.0259870607910355,-0.454758064854349,1,1
-0.186988742116286,-0.00744563519333212,-0.0659564635932718,-0.522879076191343,1,1
-0.163426951271117,-0.0559155973515044,-0.0112777453100848,-0.59316480205048,1,1
-0.137165259858403,-0.0227471088053038,-0.0057158466261732,-0.572894682996318,1,1
-0.178628878022031,0.0293925658214671,-0.0564133703916132,-0.496256011575396,1,1
-0.159126693068047,-0.0775071181858672,-0.0956496433020334,-0.589073818560237,1,1
-0.0135232636000383,0.0608277660597994,0.00316203571810185,-0.44329167072983,1,1
-0.135410899421177,0.00182408811984294,-0.0926811612286824,-0.453772619106917,1,1
-0.133180875904472,0.0390456971590181,-0.04283428547501,-0.611644933896378,1,1
-0.0827064250889852,-0.0158191006963944,0.000844787004845712,-0.478543836436533,1,1
-0.103276105299406,-0.0152108111568524,-0.0407302333359126,-0.544616658510135,1,1
-0.172586498851146,-0.00548566644339393,-0.0363885748221596,-0.455487920225358,1,1
-0.0585181390262624,0.0283103264710888,0.00285469361966082,-0.489783267908118,1,1
-0.23377177841924,-0.063617238885078,-0.0620746466146893,-0.515324403849423,1,1
-0.198737007003433,0.0410170727302324,-0.0226072291271619,-0.611912704633365,1,1
-0.136186620255078,0.00790103988673329,0.0044084537235357,-0.499713404558087,1,1
-0.106729159027593,0.0119396704711226,-0.0554410294918588,-0.430379093528889,1,1
-0.109285473462156,0.00955643581805258,-0.0447697839003283,-0.457722032886181,1,1
-0.14845264248645,-0.0826836032180488,0.0555843529753156,-0.399716045339613,1,1
-0.186759915424068,-0.0366203400278303,-0.030035473773531,-0.521481486213145,1,1
-0.198983323613612,0.0102780540898129,-0.0599516541430492,-0.505476850149784,1,1
-0.158941436189135,-0.0334784512020203,0.0148025687487028,-0.540981494270392,1,1
-0.18435935684814,0.0631507777616042,0.0495964717900534,-0.539953456428275,1,1
-0.248432222723641,0.00475431674797425,-0.0739409001312501,-0.495316907406521,1,1
-0.134681332162144,0.104853758250707,0.0576459175843275,-0.596501659422646,1,1
-0.245410617661434,0.0319088394223755,-0.0528518116014806,-0.508531749203207,1,1
-0.17446175919918,0.0320155579523319,0.0250725150362237,-0.507304622220422,1,1
-0.196914653705966,-0.0308178592576981,0.0179230016582063,-0.489861607236897,1,1
-0.149778585669662,0.0135755454407662,-0.0845538090696615,-0.450204775209862,1,1
-0.130586891798052,0.0671806531313358,0.0740547246594693,-0.538465576167592,1,1
-0.236543832838515,0.000864409457256179,0.00272933698786171,-0.574673869814544,1,1
-0.153769655795808,0.0237328167176586,-0.0288552457514254,-0.534172100162288,1,1
-0.153194167697738,0.00493072277429625,0.00568730246755187,-0.575978666083021,1,1
-0.121089501506236,0.0573562924941761,0.0192385295501716,-0.42983112034171,1,1
-0.166986784843169,0.0293285762654759,-0.023994397201743,-0.497401032688792,1,1
-0.111287990754126,-0.0757987087230965,-0.0101057057100412,-0.550785816871911,1,1
-0.242186491031596,0.141842534054844,-0.0421685957540745,-0.552325279922824,1,1
-0.179672106921974,-0.108520874762677,-0.0109705691388223,-0.539395293571933,1,1
-0.171123129963156,-0.0906436173043727,0.0770426994605375,-0.45415994927917,1,1
-0.0541586808889747,-0.0434659799446902,0.00936058191874356,-0.600636260319236,1,1
-0.136180909017082,0.0416494780017357,-0.0367189130763733,-0.466376923224671,1,1
-0.20710195605218,-0.0464442531343332,0.0212664524638857,-0.611615313849216,1,1
-0.188527691613352,-0.124803928160328,-0.0521319235128298,-0.48168668222398,1,1
-0.11752299073801,-0.0145929581272428,-0.0242510330933072,-0.410017885051098,1,1
-0.188146675867712,0.0735298135510554,-0.0310315138806163,-0.574919559309899,1,1
-0.127656330010829,0.0126854622986655,0.00197895670072057,-0.584905756677534,1,1
-0.241302240114126,0.0212421363935184,-0.0374127130875433,-0.566122722287146,1,1
-0.0719860854473586,-0.00813004588407157,-0.00382582809223901,-0.509062170281895,1,1
-0.234305054349439,0.00621173272520657,0.00182256600175835,-0.585916032447319,1,1
-0.175608612950101,0.0587592091529778,-0.0140347799796488,-0.523116190091424,1,1
-0.0804696036641197,0.097621421483643,-0.0031277679647629,-0.549942809688764,1,1
-0.178867615041372,0.0575705165653666,0.0599666171342495,-0.554399155706478,1,1
-0.17944084942272,0.0593930293727255,0.0552734932620858,-0.525247900624187,1,1
-0.172930448031269,0.00977487152481669,0.00371931924119416,-0.424717054450947,1,1
-0.217787748524587,0.0407337620154703,-0.0357014514686915,-0.509486352904823,1,1
-0.066612495810174,0.0101162500858927,0.0234939266551552,-0.518209330667224,1,1
-0.255425201670533,0.0108578771478641,0.021538877365009,-0.473076888968669,1,1
-0.0881832194555994,0.0595220583743002,-0.00705743909638574,-0.619316793914359,1,1
-0.196936311288126,0.0350214883602232,0.0770173112180021,-0.47527219000063,1,1
-0.164866296955836,-0.0535918036736135,0.0290258404438173,-0.535121639910356,1,1
-0.199366933655118,0.0174685124409694,0.0664053857335684,-0.497427143742989,1,1
-0.256838276418991,0.0558585558086664,0.0833442380334549,-0.475457555980594,1,1
-0.208478471762713,0.00846480692243904,0.0451125825498482,-0.523389617189209,1,1
-0.178644394300377,-0.0291246663688756,-0.094474294571173,-0.581648075616772,1,1
-0.152146451868192,0.082229008847824,0.00741079630606675,-0.398872820707873,1,1
-0.107388498715001,0.0126189085470999,0.105875702624883,-0.586923453990644,1,1
-0.182375961131184,-0.0124986960539886,0.0236892881273549,-0.559964107756181,1,1
-0.193835535232204,0.0448572126511959,0.0129337059019039,-0.532377353607882,1,1
-0.269481250186131,-0.0264281586400216,0.0153609303373668,-0.515907458935919,1,1
-0.1967846861557,0.0295109215555853,-0.03695301146387,-0.53196840405565,1,1
-0.133007337655597,0.0597637507134617,0.0378938433929711,-0.503485005060157,1,1
-0.183195516531684,-0.0312984468636555,0.0266555116004475,-0.510215956048259,1,1
-0.106588167738673,0.041381949665694,0.0698406604514183,-0.522489662427102,1,1
-0.228411479125305,0.107220637261156,-0.0851263576480353,-0.5375412994955,1,1
-0.246009166647175,0.0578456659791422,0.101038117194556,-0.459001712886943,1,1
-0.17354277883125,0.0423696035353962,-0.0058607926110011,-0.527923170644674,1,1
-0.107872545354762,0.0970744576249938,0.0531123988411053,-0.587009221572699,1,1
-0.141984785864042,0.08642174818473,0.0992902611414215,-0.520380963860376,1,1
-0.0874395789010314,0.0269835105948509,0.0524353233340063,-0.520398852267897,1,1
-0.121193032709191,0.0235947767158284,0.04215319090392,-0.597372025351583,1,1
-0.156109126736224,-0.0922101181233935,-0.0230962783212099,-0.618119222746897,1,1
-0.209386039534205,-0.0716772638341231,0.014745279646022,-0.596883525775217,1,1
-0.104853630665704,0.0166834278804975,-0.0824949525082948,-0.421995994055732,1,1
-0.199559201704817,-0.0517040664294345,0.0423613260790323,-0.540790159949124,1,1
-0.229679677907048,0.0596713265656587,-0.00745667149293025,-0.474927724091701,1,1
-0.128840972544577,0.00614558107957028,0.0823719064529983,-0.505035406724739,1,1
-0.152348776543953,0.0189869519836127,-0.0752368582652631,-0.510158060904967,1,1
-0.196741390338883,-0.0675163310586964,-0.00471381571068866,-0.589787863393205,1,1
-0.178797332958521,0.053685735090887,-0.00156790523916168,-0.49679559170861,1,1
-0.1454016649341,-0.0390639237027208,0.0548115897166061,-0.528636871482157,1,1
-0.201830284214081,-0.0931655952828142,0.0746457137851529,-0.497336208983939,1,1
-0.19194902334882,0.0593655128666861,-0.0493460849287411,-0.455525573798638,1,1
-0.149622579189982,0.0533890177078223,0.0583726840643006,-0.533217586822459,1,1
-0.267963791880392,0.0100313939222576,-0.0440583736148964,-0.564768860891213,1,1
-0.175499560671725,-0.0685194688579143,0.030530436972322,-0.473563316287075,1,1
-0.23311909791825,0.123323337374362,0.024611340695373,-0.506188233805915,1,1
-0.0916263637570753,0.0444541434222903,-0.0483956167384345,-0.625729207255482,1,1
-0.190208822471922,-0.0189040256962315,-0.00742669394082709,-0.60348141915421,1,1
-0.226176207280791,-0.123832503581295,-0.0521077066470098,-0.511536670544544,1,1
-0.0746901406209845,0.0312866804944044,0.0169630330366961,-0.566446008430124,1,1
-0.159637722090807,-0.0353274384074449,-0.056397398470706,-0.491977020842356,1,1
-0.261426945877184,0.0209308535525038,0.115365982099223,-0.474159420605224,1,1
-0.239151019306374,-0.0692969992087196,-0.0801259399091114,-0.534049752877587,1,1
-0.19166861119562,0.0532693443469746,0.00563550876830857,-0.511236869779847,1,1
-0.0718745264458735,0.0347185837715738,0.0613856956364418,-0.439755894552137,1,1
-0.222903581799935,-0.0500734724503908,-0.0904322590836629,-0.454921351846017,1,1
-0.106758830721614,-0.0532438685402338,-0.0738360445462996,-0.614856650604015,1,1
-0.100111145445558,-0.0231155237104331,-0.0314929081913425,-0.653799462002507,1,1
-0.15251070127895,0.0815611489593266,-0.0355425657406071,-0.54940848266209,1,1
-0.153541535123894,-0.0463548977159715,-0.0226645514547921,-0.446128890476408,1,1
-0.151648533010916,-0.00420425814211737,-0.0140822652609255,-0.510102222111368,1,1
-0.131681749817989,-0.0159216173581056,-0.113492396319243,-0.561827133758924,1,1
-0.195580735411198,0.0443266069665445,0.0350236236991051,-0.489796314509727,1,1
-0.208762189141809,-0.00379975592845682,-0.0305845458069666,-0.396706496219702,1,1
-0.198249757951153,0.0283653718022228,0.0368098271446357,-0.58909679016424,1,1
-0.148967557282657,0.0661707797233354,0.0529393049399616,-0.491174385213073,1,1
-0.103588668465799,0.0730578975503509,-0.00908765329990918,-0.521613795877071,1,1
-0.172151545913531,0.0571168140768946,-0.0138069473866031,-0.415250406180462,1,1
-0.154593881581614,-0.0565222062487488,-0.00949369413013539,-0.604414434809472,1,1
-0.14326447858589,0.0167208034640308,0.00068080739757318,-0.481192076551809,1,1
-0.118239434276066,-0.0313085364189919,0.00197273714049043,-0.548776845730538,1,1
-0.130246530191198,0.0332271009328102,-0.0303462711540056,-0.641651373206617,1,1
-0.13738342026338,0.0731294547248668,-0.0228169517318299,-0.586912034646434,1,1
-0.215134416720712,-0.0438781582733133,-0.0785463605900718,-0.535590547808983,1,1
-0.263547264479257,-0.00277020776047053,0.11627553627318,-0.578429180394621,1,1
-0.154576396115982,0.000159153769916776,0.0697388628171997,-0.478679104129558,1,1
-0.217977136066248,0.00857477489575621,0.0523972101728679,-0.570738923612589,1,1
-0.127335296698901,0.0816626498176483,0.0656530502267303,-0.542232891951698,1,1
-0.109981880508662,-0.0365232104343026,-0.0199618314174544,-0.514640030545544,1,1
-0.165022590747948,0.0010637655505634,-0.0932648015977282,-0.438487677961767,1,1
-0.115075474844915,0.038004325644382,-0.0604344682149661,-0.51227511566949,1,1
-0.19825532497632,-0.0599592311713353,0.112413333834315,-0.557612816343576,1,1
-0.195270349556961,0.0286510504962789,-0.0739075437023934,-0.492211925276019,1,1
-0.14754401179255,-0.0196223998153182,0.0411984873758101,-0.403550057368596,1,1
-0.0990111817163471,-0.039125448905902,0.0412522005939066,-0.576603152064983,1,1
-0.188191822121164,-0.0257014890587268,-0.0787677275905734,-0.562963357754942,1,1
-0.208040003532588,0.0136810334345745,-0.059543910566339,-0.551580796904825,1,1
-0.19835340386078,-0.0838319692152857,0.00996691205245095,-0.601785975178811,1,1
-0.185899065945966,-0.0467035628941277,0.0316998513346874,-0.56776978692412,1,1
-0.110675874680988,-0.0185108105689603,-0.00253221492911309,-0.581953185708104,1,1
-0.167419126399221,0.0264386511722989,-0.0890239121262414,-0.389147608480502,1,1
-0.215968566221788,-0.0101079941302477,0.111196238229392,-0.574306093559396,1,1
-0.152791942554241,0.00945353654944029,0.00149666652439681,-0.423886783299163,1,1
-0.227529294217617,-0.026826920298625,-0.0406559154543918,-0.431496860401949,1,1
-0.119624922901168,0.00708745580929295,-0.0379455917680569,-0.598940869152635,1,1
-0.0719183413362545,-0.010301903332935,0.0234201975078361,-0.531211696183718,1,1
-0.296626155077804,0.0117408532006984,0.0481846112487508,-0.560746705470277,1,1
-0.196038928998485,0.0145805954720336,0.0596483818262255,-0.601400257120195,1,1
-0.17570493977606,0.0234652760584907,-0.0291976802370363,-0.502423416482705,1,1
-0.141797190642972,-0.0665178646984519,0.0886315106329584,-0.53375185514614,1,1
-0.146069811239277,-0.056694379184659,-0.0671593681026675,-0.484425082385101,1,1
-0.237616092548029,0.00980361320718489,0.0314074811101926,-0.482163297280695,1,1
-0.157723893643654,-0.0604891281098713,0.115279455067674,-0.526479616787151,1,1
-0.157356159631591,-0.00791460044270534,0.0701971350473083,-0.524300940044128,1,1
-0.146619741344096,-0.0034543404268494,0.0115522575944672,-0.560596664184957,1,1
-0.0813857069785052,0.0466725341094284,0.0994295816504361,-0.593561165340212,1,1
-0.256420265753868,-0.0494298927433108,0.110568294401873,-0.492966522610857,1,1
-0.25183246840485,0.0571987993853036,0.0284852948868549,-0.560451860427154,1,1
-0.133064446592821,0.0449501808383909,-0.0422384211630496,-0.630442167877978,1,1
-0.178151975059209,0.0757992577729824,0.04249968910415,-0.498993154488298,1,1
-0.172045096065883,-0.0164557034570884,0.07134407407058,-0.578882347302734,1,1
-0.234432484694567,0.0118841274910203,-0.0830536649292449,-0.496543387055441,1,1
-0.20251735138425,0.0124785876090882,-0.0493988212858647,-0.474221259125309,1,1
-0.202976757556113,0.0419472768315218,0.0662411991206801,-0.504363907269468,1,1
-0.193785911628883,0.0150924055147867,-0.0569303765358278,-0.55481866074848,1,1
-0.0786477437469641,0.021412049578436,0.00859143596639489,-0.53029522074008,1,1
-0.194228175155249,0.0570089758641091,0.0568666912061146,-0.595190159403627,1,1
-0.222674362605141,0.048858982939868,-0.020903322544292,-0.525055587616363,1,1
-0.178387088979073,-0.0490589402311114,-0.00630561817194243,-0.533185430807908,1,1
-0.103582583297528,-0.0279960496631308,-0.000254271729636144,-0.511749144422146,1,1
-0.192662131093383,0.0247985198818323,0.0269420218326149,-0.535252176342192,1,1
-0.227018159411328,-0.0768649601351856,0.0284310789467596,-0.603807477806695,1,1
-0.10664864266734,-0.0972511154471487,-0.0221888320435225,-0.53457898119107,1,1
-0.196768758044702,-0.0460015532731612,-0.0792481436724913,-0.521763067100714,1,1
-0.134064152446184,0.072884831951264,0.0120207222902438,-0.388942128871813,1,1
-0.152170535370271,0.0289537651634644,0.0955022594730923,-0.569976974960444,1,1
-0.131145638777898,0.0609361938545468,-0.074540260246523,-0.484924961564004,1,1
-0.23884297166986,0.054407211811812,0.0523455796681125,-0.473407615476722,1,1
-0.133623460577614,-0.0547895683535741,0.00542124043189081,-0.618622062645539,1,1
-0.224181239241321,0.0291044318889754,-0.110065466982648,-0.560687786977642,1,1
-0.170550272252632,-0.0770253312238247,-0.0388082058111676,-0.487044384957015,1,1
-0.188437584714868,0.0307588695971016,-0.0549175378187321,-0.500853833383954,1,1
-0.133090289674633,0.0659058116771561,-0.0696604087546168,-0.525501075238447,1,1
-0.150460517948873,-0.0181319083366171,-0.0655282627784084,-0.524794362983839,1,1
-0.222858452645304,-0.0179710137157635,0.0716077463506759,-0.615440745084513,1,1
-0.175880923833087,0.062639922506383,0.0301621943947978,-0.614073682912315,1,1
-0.247970522926646,-0.0591220417981089,0.0565272600822889,-0.533356113019428,1,1
-0.170581660590083,0.079602004479826,0.0199902548454124,-0.457423369045986,1,1
-0.0980804435987708,0.0863054118508837,0.0400977624197077,-0.526197919902523,1,1
-0.230089720428373,0.084352526763667,0.0471201929453666,-0.577586942482109,1,1
-0.14424159019939,-0.0682045998195309,0.064951724054193,-0.554682312019574,1,1
-0.0987858878918713,0.0257262456696001,0.114265420944221,-0.617500324904159,1,1
-0.156660635603036,-0.0337469846144906,-0.00602534494835177,-0.437925851766265,1,1
-0.177406986492941,-0.00134136300929204,0.035550158374647,-0.485511819025701,1,1
-0.236659275594351,0.0379092611537396,0.0324821515316429,-0.489932404907744,1,1
-0.0935590259689796,0.00357565557051058,-0.00633010279085045,-0.616165324355176,1,1
-0.148097019358994,-0.0254110509125516,0.0548591831372033,-0.463137717838082,1,1
-0.178688595573968,-0.0344674175954415,-0.00958666398493984,-0.538127052513641,1,1
-0.204215692843606,0.00676266971317733,0.0062225717826154,-0.453504387051932,1,1
-0.152107645477739,-0.0162180087955761,0.0772070336163324,-0.468961492588062,1,1
-0.143881723109745,0.14495801568167,0.0770637202736929,-0.585841522979791,1,1
-0.261776771455726,-0.0118263834159166,0.041172515280986,-0.511352144214156,1,1
-0.109485532891776,-0.0418994857874422,0.00791345455162417,-0.554954570276304,1,1
-0.197572294353909,-0.02842025727737,-0.0429322861157359,-0.545505374761906,1,1
-0.143777460062471,-0.03115701475548,-0.00426663185428023,-0.554222686661596,1,1
-0.143835483142911,0.0500937718541575,-0.00112972613485884,-0.584924075268051,1,1
-0.171510883326813,0.0874771369789879,-0.0169967672117138,-0.564975560849535,1,1
-0.168356127486176,-0.0108188110183334,0.0496143220740859,-0.435731594719186,1,1
-0.187603471475841,-0.0167663729250121,0.0906213254916258,-0.539281904115852,1,1
-0.160361548302492,0.0437642079547109,0.0754990964931262,-0.49139912986674,1,1
-0.0983390078461377,-0.0427459238048682,0.00399306609797972,-0.519590473752664,1,1
-0.226392817398815,0.0350533410657878,0.052429961850541,-0.515170719879544,1,1
-0.101539984439987,0.0703516238681983,-0.0322048543471734,-0.502746470250614,1,1
-0.212228706027587,-0.0609830211170782,0.0232708329152742,-0.634469605511815,1,1
-0.121079137068305,0.083220776982763,0.0171471411846829,-0.495549496698188,1,1
-0.146332972738005,0.0659638727475441,0.0104743353434355,-0.578616754027654,1,1
-0.045513878759299,0.0314158765045877,0.0844420261507172,-0.492366299792437,1,1
-0.181087760226844,0.0683708973099561,-0.0933713368467098,-0.492132733592502,1,1
-0.15917433017738,-0.0736749050022518,-0.0303584383867414,-0.561362434867473,1,1
-0.165790980677035,0.0774958827308192,0.155709881889256,-0.482703905758748,1,1
-0.162127699095804,-0.0371050861128552,-0.0392454894262559,-0.52274707051109,1,1
-0.124185314454607,0.0471516811613184,-0.00329367352818081,-0.490388791540093,1,1
-0.152934401157005,-0.0555096895580065,0.0852709902341591,-0.575670090945844,1,1
-0.0723674200538806,0.00167623606096087,0.0563455946880257,-0.617407954476977,1,1
-0.0202748994500851,0.0390988345556353,0.0347950667088163,-0.479484398249781,1,1
-0.20308342757038,0.0154334462032701,-0.0589964189768319,-0.530661272946336,1,1
-0.168995822555034,0.00926400134045566,-0.0656683922915924,-0.56177487609307,1,1
-0.122421173975054,0.0568062311873514,0.133881734205211,-0.531633328094665,1,1
-0.142647381899487,-0.0203745609187435,0.124251380653003,-0.488318362067992,1,1
-0.103871491409423,0.0181787822547564,-0.0216273941835785,-0.526954665120593,1,1
-0.146720441680895,0.0182695627715295,-0.00760127291134912,-0.583356714463311,1,1
-0.181471604899188,-0.0487559903055138,-0.0689733551718742,-0.532084704973006,1,1
-0.153609589024604,-0.0260888815181288,-0.0483050376989426,-0.462726571712995,1,1
-0.271830043640788,0.00203811259157032,0.00731058132911392,-0.438702895365372,1,1
-0.230015775106216,0.0958517816273446,-0.016182432881632,-0.543691715392802,1,1
-0.12800212795105,0.095776857887663,0.0154920774952292,-0.526725691759561,1,1
-0.199125063680175,-0.0172052050108281,-0.0443720060326579,-0.478477490837455,1,1
-0.213168259909628,-0.0785695759300338,-0.0394886855959756,-0.479377364281163,1,1
-0.240480787738805,0.011474267164864,-0.0447928613971654,-0.499109121922182,1,1
-0.280336582646199,-0.00697810724831322,-0.0688679631165855,-0.572749741028977,1,1
-0.181172652124254,0.0394847289384104,-0.0339343164692367,-0.502110840211889,1,1
-0.140657584413321,-0.0821409639039658,0.0631971193942368,-0.496218144853302,1,1
-0.190911190238543,0.0458706741649602,-0.00775749349896365,-0.582436595780976,1,1
-0.219372781617827,0.0690463569602283,0.0329716146473234,-0.425074658116808,1,1
-0.227416986683436,-0.0230978517303701,0.116530165474372,-0.579359182891516,1,1
-0.157817706728418,0.016511094042781,0.116354045119108,-0.598214834674174,1,1
-0.226818291946193,0.0514034251422714,0.0692123764601158,-0.602494746045497,1,1
-0.207565825239495,0.0989107282584909,-0.0363391082064386,-0.426958744235958,1,1
-0.0687126297330332,-0.043694289861327,0.118084618476572,-0.549873632348637,1,1
-0.133063804752731,-0.0322405816259104,0.0518152095539673,-0.589641249318036,1,1
-0.0636514497397588,0.00195860396025805,-0.0595643733703878,-0.55476447049,1,1
-0.257074663738295,-0.0300601822070421,0.00450763127337619,-0.514403178786918,1,1
-0.204355321287142,0.054551749689868,0.0292116764053787,-0.45806053775309,1,1
-0.169797868389864,-0.0835748091890809,-0.00521123543449939,-0.550456555124444,1,1
-0.145167049045292,-0.022515765932408,-0.119678931052776,-0.519878121237633,1,1
-0.216225859556288,0.000605535613654953,0.0870738414887703,-0.505127037234393,1,1
-0.225418483677181,0.044901658529357,-0.106392177701348,-0.464321032856229,1,1
-0.131297872375928,-0.0171341787655358,0.0110376397704368,-0.467917209567385,1,1
-0.152458581690149,-0.103612587661544,0.0172654415826174,-0.48417415139007,1,1
-0.130085120954735,-0.00569995161914582,-0.0179709775934078,-0.563099550102066,1,1
-0.187836664086228,-0.00710523831979808,-0.0900808918728048,-0.549349539645439,1,1
-0.171433126093211,0.0935974891643972,0.0567592279196023,-0.483104326907921,1,1
-0.139103173591676,0.0165682008344592,-0.0547300602322572,-0.467729283279537,1,1
-0.174389454641025,0.0160539084616377,0.0109527921948937,-0.619309227327932,1,1
-0.185147633544336,-0.0470435351296528,0.121572195564038,-0.495481375897831,1,1
-0.230657854628001,0.0121607471072,0.0145296862716775,-0.523308392873193,1,1
-0.227415849198528,-0.0234713424713051,0.0241632760346172,-0.466986662000273,1,1
-0.132299942355181,-0.108085506253443,0.0231020670729346,-0.58154329537025,1,1
